STATION,AÑO,lluvia_emergencia,lluvia_encanazon,lluvia_espigazon,lluvia_floracion,lluvia_llenado_de_grano,lluvia_macollaje,lluvia_siembra,tmax_emergencia,tmax_encanazon,tmax_espigazon,tmax_floracion,tmax_llenado_de_grano,tmax_macollaje,tmax_siembra,tmin_emergencia,tmin_encanazon,tmin_espigazon,tmin_floracion,tmin_llenado_de_grano,tmin_macollaje,tmin_siembra
ARM00087244,2006,0.3,0.0,3.0,9.2,68.5,0.0,0.0,21.670833333333334,33.25,28.919999999999998,29.0,29.660000000000004,26.6,24.214285714285715,0.0,12.076937703520928,13.61761525024683,13.963066578483245,15.827384982745533,0.0,5.21372044634318
ARM00087244,2007,0.0,0.0,0.0,11.2,23.9,4.1,0.0,18.766666666666666,28.166666666666668,29.7,36.8,33.34285714285714,24.436363636363637,15.2,4.773237722876331,12.076937703520928,13.61761525024683,13.963066578483245,15.827384982745533,7.822514855828579,5.21372044634318
ARM00087244,2008,3.0,0.5,47.0,19.299999999999997,13.9,0.8,0.0,22.727272727272727,26.560000000000002,31.3,31.380000000000003,34.2,25.67142857142857,19.7,5.8,12.076937703520928,13.61761525024683,13.963066578483245,15.827384982745533,7.822514855828579,5.21372044634318
ARM00087244,2014,0.0,14.0,6.1,23.0,116.1,44.9,5.1,25.310526315789474,25.266666666666666,35.857142857142854,32.3,32.4,27.184615384615384,19.755555555555556,4.9487804878048784,12.85,17.4375,10.775,15.5125,9.910714285714286,5.264705882352941
ARM00087244,2015,35.4,6.1,1.0,27.5,69.9,4.1,7.199999999999999,22.976923076923075,25.880000000000003,27.1625,25.78,30.51,27.0875,20.854545454545455,0.3777777777777777,12.076937703520928,13.61761525024683,13.963066578483245,15.827384982745533,7.822514855828579,6.05
ARM00087244,2016,0.0,42.9,22.1,8.9,69.2,2.3,36.4,21.72,26.127272727272725,27.599999999999998,32.875,32.2,26.639999999999997,18.033333333333335,2.871428571428571,11.514999999999999,10.245454545454546,13.466666666666667,13.622222222222224,4.9,3.72
ARM00087244,2017,5.0,29.5,21.9,22.1,20.1,44.9,3.8,24.163636363636364,28.30909090909091,29.5,31.200000000000003,34.96666666666667,25.610000000000003,22.61111111111111,6.108695652173913,10.352631578947367,10.620000000000001,13.830000000000002,14.33888888888889,7.742857142857143,9.088888888888889
ARM00087244,2018,0.3,14.600000000000001,64.0,31.300000000000004,84.30000000000001,33.0,2.3,21.307692307692307,29.744444444444444,27.725,28.46,29.854545454545452,27.673333333333336,20.5375,1.3081632653061224,11.366666666666667,14.530000000000001,17.5,14.733333333333333,11.448,3.1277777777777778
ARM00087244,2019,32.0,38.1,0.0,11.2,48.0,4.1,0.0,22.75,26.688888888888886,30.416666666666668,32.6,33.949999999999996,24.207142857142856,20.48888888888889,4.312,11.394736842105264,14.80909090909091,15.4625,16.695,5.917241379310345,0.994736842105263
ARM00087244,2020,2.0,57.9,6.3999999999999995,0.0,53.6,5.1,0.0,22.34090909090909,27.5875,26.3,30.657142857142855,32.7125,26.430769230769233,17.608333333333334,2.5,10.6,10.07,10.73,15.383333333333333,6.455555555555556,-0.5250000000000001
ARM00087244,2021,0.0,20.8,7.1,113.4,21.1,9.9,0.0,22.52173913043478,28.333333333333332,37.300000000000004,27.925,33.75714285714286,27.76923076923077,21.175,1.3660000000000003,8.322222222222221,14.863636363636363,11.987499999999999,12.489473684210527,9.239285714285714,-0.1947368421052632
ARM00087328,1990,0.0,13.51,0.52,0.0,0.0,0.52,0.0,47.873913043478254,54.14166666666667,55.61666666666667,54.166666666666664,64.7,49.28333333333333,43.71111111111111,24.681578947368422,33.24166666666667,40.6875,14.188232074438973,40.0,27.35,17.925
ARM00087328,1991,3.0,1.0,0.0,44.2,31.9,1.0,0.0,21.327272727272728,27.7375,29.275,30.2,30.4,26.657142857142855,20.299999999999997,4.093333333333333,10.450000000000001,13.2,12.983333333333334,16.16,9.609523809523811,4.838461538461538
ARM00087328,1992,17.8,4.1,28.0,0.3,37.9,3.0,0.0,20.357142857142858,29.5,32.075,27.3,31.175,24.518181818181816,16.86,4.828125,10.018181818181818,12.0375,8.82,16.05,7.711764705882352,3.1666666666666665
ARM00087328,1993,0.0,0.8,0.0,7.9,119.7,0.0,0.0,20.670588235294115,31.05,36.0,31.09764367816092,31.657142857142855,25.208333333333332,18.9875,3.3405405405405406,12.714285714285714,12.6,13.744444444444445,13.541666666666666,8.063157894736841,3.569230769230769
ARM00087328,1994,91.9,28.0,3.3,0.0,20.1,0.0,0.0,21.29090909090909,27.7875,26.8,32.78,33.86666666666667,27.6625,17.784615384615385,6.370731707317073,13.346666666666666,11.6375,13.4,15.164705882352942,11.385714285714286,1.2625000000000002
ARM00087328,1995,0.0,0.0,4.1,49.8,24.1,14.2,0.0,20.385714285714283,29.5,32.15,38.3,27.32857142857143,26.0125,21.116666666666667,4.141304347826087,9.966666666666667,15.142857142857142,19.175,15.24,9.722222222222221,3.6277777777777778
ARM00087328,1996,0.0,0.0,0.5,8.9,8.9,64.4,18.0,23.077777777777776,29.51,27.866666666666664,30.71666666666667,34.8,24.58888888888889,15.15,5.154545454545455,12.450000000000001,13.89,11.2,15.072727272727274,7.586363636363637,0.6625
ARM00087328,1997,2.8,15.630333333333333,13.553999999999998,14.71,30.84333333333333,9.9,2.0,21.56,29.46646873496873,31.52675396825397,31.09764367816092,33.408363109113104,26.66923076923077,18.933333333333334,7.671111111111111,12.796551638634842,14.806613155363154,14.188232074438973,16.636554120458143,10.566666666666666,3.085714285714286
ARM00087328,1998,6.503333333333335,12.1,4.6,8.1,16.0,14.097333333333331,8.566666666666668,22.108484472550597,29.585714285714285,32.06666666666667,29.3,32.71666666666667,26.731642648745584,19.47284228734228,5.596179944414105,12.40625,15.4875,14.3,14.428571428571429,9.916422839024795,4.57285667818021
ARM00087328,1999,5.1,10.9,0.0,9.2,40.6,19.8,0.0,18.06,26.01111111111111,29.9,26.6,28.72,28.79090909090909,18.119999999999997,2.9125,11.157142857142857,15.714285714285714,9.700000000000001,14.325,11.545,4.739999999999999
ARM00087328,2000,0.0,0.0,16.0,13.7,0.0,0.0,4.1,19.03529411764706,28.25,29.9,24.766666666666666,29.860000000000003,25.29,18.77777777777778,3.5825000000000005,12.65,14.233333333333334,14.049999999999999,15.02222222222222,7.78,5.084615384615384
ARM00087328,2001,15.3,1.0,16.0,0.0,15.9,27.4,0.8,20.846666666666668,27.62857142857143,27.75,29.266666666666666,31.071428571428573,23.0,19.342857142857145,6.051428571428572,13.157142857142857,12.022222222222222,15.225000000000001,14.353333333333333,9.845454545454546,3.6846153846153844
ARM00087328,2002,14.0,0.8,92.9,0.0,0.8,0.0,0.0,22.64375,32.2125,29.933333333333334,32.300000000000004,38.2,27.788888888888888,12.866666666666667,6.175757575757576,16.335714285714285,10.071428571428571,11.411111111111111,18.48181818181818,8.808333333333334,2.847058823529412
ARM00087328,2003,0.0,0.0,0.0,0.0,34.1,0.0,57.2,21.075,31.599999999999998,33.0,31.139999999999997,36.31666666666667,27.954545454545453,20.67142857142857,4.288095238095238,13.426666666666668,15.222222222222221,14.530000000000001,17.59333333333333,8.276,9.336363636363636
ARM00087328,2004,0.5,64.0,3.5,0.0,54.1,0.0,0.0,19.772000000000002,30.439999999999998,29.4,31.825,30.7,28.05454545454546,20.45,4.985365853658537,11.988888888888889,12.059999999999999,13.65,15.042105263157895,10.18148148148148,6.46
ARM00087328,2005,10.7,0.0,17.0,3.0,55.1,4.0,8.9,21.907692307692308,29.2875,26.5,26.133333333333336,34.19,23.12857142857143,19.975,5.237777777777778,11.058823529411764,11.933333333333334,12.814285714285715,17.757894736842104,7.207142857142857,6.863157894736842
ARM00087328,2006,1.0,5.1,39.4,14.9,47.3,7.1,0.0,21.592,30.03,32.4,27.175,34.019999999999996,27.407692307692308,22.78,5.451063829787234,13.731578947368419,17.8125,13.966666666666667,17.584615384615383,8.738461538461538,7.81
ARM00087328,2007,1.0,19.6,0.0,18.0,0.5,17.3,93.0,18.916666666666668,27.6,33.0,29.939999999999998,32.75,24.099999999999998,17.133333333333333,1.82,12.552631578947368,16.425,14.277777777777779,14.828571428571427,10.278571428571428,2.7235294117647055
ARM00087328,2008,3.0,11.9,0.0,0.0,32.0,9.1,0.0,22.528000000000002,27.3,31.7,31.28333333333333,30.78333333333333,23.95,18.03,5.7023809523809526,13.407692307692308,12.925,14.24,16.0,8.270833333333334,5.2368421052631575
ARM00087328,2009,2.5,0.0,0.0,0.0,10.9,57.9,0.0,21.39090909090909,27.74285714285714,34.800000000000004,35.65,34.61538461538461,22.51875,20.141666666666666,5.5813953488372094,11.85,17.14,16.7,20.68,6.566666666666666,4.550000000000001
ARM00087328,2010,3.0,85.8,16.0,126.0,117.8,40.5,0.0,17.83888888888889,26.444444444444443,29.571428571428573,28.55,30.3,23.62142857142857,21.78,3.5048780487804874,10.789473684210526,12.830000000000002,13.01,14.16,9.085185185185185,4.766666666666667
ARM00087328,2011,0.0,21.3,47.3,6.1,78.7,0.3,5.0,22.14814814814815,28.0,29.066666666666666,35.4,32.04545454545455,29.724999999999998,14.7125,4.846,12.5,12.98,18.509999999999998,16.25,10.826666666666666,0.26500000000000007
ARM00087328,2012,9.2,46.800000000000004,35.1,6.6,48.0,55.1,0.0,20.927272727272726,27.76,30.76,32.4,32.73333333333333,25.978571428571428,20.259999999999998,4.857142857142857,12.36,12.9,18.259999999999998,15.969999999999999,11.153571428571428,4.721052631578948
ARM00087328,2014,2.3,43.7,0.0,0.0,42.9,23.1,19.1,23.454545454545453,28.875,35.628571428571426,26.166666666666668,32.23636363636364,26.825,18.676923076923078,6.606,13.444444444444445,18.825,14.844444444444443,15.846666666666666,10.653571428571428,4.757894736842106
ARM00087328,2015,7.8999999999999995,20.3,41.9,72.0,39.5,8.899999999999999,6.3999999999999995,22.48,23.518181818181816,28.114285714285717,25.96666666666667,29.6875,25.958823529411767,19.275000000000002,7.738775510204081,10.468421052631578,13.466666666666667,14.12,13.957894736842105,9.832142857142857,5.025
ARM00087328,2016,0.0,69.0,23.5,0.0,41.3,0.0,26.7,21.555555555555557,26.839999999999996,28.419999999999998,32.9,30.3125,24.87857142857143,14.76,5.144,11.878947368421052,10.990909090909092,13.51,14.2,9.441379310344828,3.915
ARM00087328,2017,0.3,9.2,7.9,43.7,0.5,30.5,15.0,23.460869565217394,29.93333333333333,30.150000000000002,28.02,34.75714285714286,25.799999999999997,19.544444444444444,6.53265306122449,10.805,12.70909090909091,14.544444444444444,16.799999999999997,8.578571428571427,5.949999999999999
ARM00087328,2018,0.8,0.0,9.1,0.0,0.8,15.0,0.5,20.062962962962963,30.41818181818182,24.833333333333332,32.266666666666666,29.9,28.307692307692307,19.25,3.1081632653061226,12.334999999999999,14.918181818181818,17.56,14.763157894736842,11.389285714285714,3.4899999999999998
ARM00087328,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.3,22.047826086956523,27.7,33.55,32.93333333333333,34.24166666666667,24.87142857142857,19.05,5.833333333333333,10.994736842105263,15.054545454545455,16.47,18.644444444444446,8.317241379310344,2.7842105263157895
ARM00087328,2020,0.0,0.0,0.0,8.9,5.8999999999999995,0.0,0.0,23.361904761904764,29.79,31.099999999999998,32.06,33.5375,25.880000000000003,17.166666666666668,3.772,12.18421052631579,12.718181818181819,14.720000000000002,16.919999999999998,9.206896551724139,1.3631578947368421
ARM00087328,2021,3.0,0.0,0.0,0.0,0.0,13.9,0.0,21.605263157894736,27.8,34.475,26.325,34.628571428571426,27.51875,18.577777777777776,3.872916666666667,10.226315789473684,16.563636363636363,11.722222222222221,14.257894736842104,9.514814814814814,2.6736842105263157
ARM00087345,2020,0.0,24.1,19.799999999999997,1.0,38.0,7.3999999999999995,0.0,21.995238095238093,29.1875,25.400000000000002,31.54,33.054545454545455,25.48,16.816666666666666,4.880434782608695,12.510526315789473,11.5,15.966666666666665,17.710526315789473,9.746666666666666,1.5062499999999999
ARM00087345,2021,0.0,46.0,8.9,93.5,62.5,22.8,0.0,23.105,28.6375,36.8,26.950000000000003,34.57142857142857,26.775000000000002,19.9625,5.133333333333334,11.288888888888888,17.636363636363637,12.022222222222222,15.905555555555557,11.333333333333334,4.3950000000000005
ARM00087349,1990,0.0,43.86000000000001,0.52,0.0,0.0,0.31,0.0,45.14038461538462,51.68888888888889,55.3,49.05,58.81428571428571,46.98571428571428,40.2,24.3,33.475,38.5,13.938472957084068,43.8,25.885714285714283,19.616666666666667
ARM00087349,1991,29.0,0.0,0.0,25.9,0.0,3.6,0.3,21.18421052631579,27.1,34.1,25.7,26.566666666666666,24.425,17.15,5.911764705882353,11.0375,12.299999999999999,14.219999999999999,12.72,9.523529411764706,5.4750000000000005
ARM00087349,1992,17.1,1.0,34.5,41.1,23.4,96.5,0.0,19.16875,24.0,26.75,25.03333333333333,27.25,24.2625,19.175,5.673913043478261,10.654545454545454,11.549999999999999,11.78,14.9375,9.76,5.45
ARM00087349,1993,0.0,0.0,14.0,0.0,45.9,14.3,0.0,18.78125,31.366666666666664,29.039910714285718,34.2,24.375,23.685714285714287,18.25,2.4,14.9125,15.8,15.02,13.88,7.371428571428572,2.3666666666666667
ARM00087349,1994,0.0,18.299999999999997,7.1,6.0,6.1,0.0,0.0,19.28181818181818,26.560000000000002,22.95,28.5,29.366666666666664,23.133333333333336,18.82857142857143,5.839285714285714,12.940000000000001,10.4,13.799999999999999,14.1625,8.954545454545455,2.890909090909091
ARM00087349,1995,0.0,0.5,0.0,37.1,26.200000000000003,95.30000000000001,0.0,20.97,25.314285714285713,26.96666666666667,26.8,25.56,23.175,22.2,1.3391304347826087,9.854545454545455,12.533333333333333,17.4,15.52222222222222,8.025,1.3571428571428572
ARM00087349,1996,70.1,0.5,0.3,17.0,11.9,0.5,5.1,20.575,26.2,25.95,25.65,30.7,22.333333333333332,16.2,5.369230769230769,13.166666666666666,14.633333333333333,13.25,14.266666666666667,7.409090909090909,-0.2
ARM00087349,1997,6.8,37.422758620689656,19.000689655172412,24.632142857142856,51.63,10.1,1.0,21.404545454545453,27.24133799732014,29.039910714285718,28.788395061728398,30.539270662287905,24.0,17.483333333333334,6.95952380952381,12.211166571631637,14.254123625416728,13.938472957084068,16.118997586964692,8.858333333333333,3.4
ARM00087349,1998,8.416129032258064,4.5,186.2,17.5,23.1,17.948620689655172,4.553333333333333,20.808654061974472,26.98888888888889,26.35,28.633333333333336,29.65,24.959875365788147,19.22992857142857,4.730149521643427,12.053333333333335,12.7375,14.450000000000001,14.566666666666668,8.871324047397028,4.279086311106047
ARM00087349,1999,0.0,1.0,81.0,10.2,15.0,0.0,0.0,17.5,23.885714285714283,27.080000000000002,25.05,29.28,24.942857142857143,16.522222222222222,2.2029411764705884,10.342857142857143,14.833333333333334,10.2875,14.407142857142857,9.678947368421053,5.175
ARM00087349,2000,1.5,14.0,7.8999999999999995,52.3,19.1,0.0,6.3,18.490000000000002,24.9,25.2,26.066666666666666,30.0125,22.20909090909091,20.975,2.7473684210526317,11.481818181818182,13.657142857142857,14.985714285714286,14.775,6.336,2.5857142857142854
ARM00087349,2001,11.1,2.6,0.0,0.0,45.3,21.0,0.0,20.371428571428574,22.77777777777778,27.049999999999997,26.03333333333333,27.4375,21.314285714285713,18.380000000000003,6.013888888888889,12.930769230769231,13.428571428571429,13.825,14.713333333333333,9.164,1.5700000000000003
ARM00087349,2002,12.9,9.9,34.8,31.0,42.7,1.5,4.3,21.904545454545453,29.8,26.4,27.95,31.083333333333332,23.400000000000002,12.9,5.505714285714285,14.76,10.620000000000001,12.1,17.04375,7.188888888888889,2.78125
ARM00087349,2003,1.1,9.9,0.0,0.8,37.3,0.0,15.0,18.273076923076925,27.950000000000003,31.075,29.325,31.65,24.1,17.375,2.971111111111111,12.65625,14.02222222222222,14.225,16.71333333333333,7.8578947368421055,8.308333333333334
ARM00087349,2004,0.5,37.422758620689656,19.000689655172412,24.632142857142856,19.0,0.0,0.0,17.816666666666666,27.24133799732014,29.039910714285718,28.788395061728398,29.7,24.82,19.477777777777778,4.741025641025641,12.211166571631637,14.254123625416728,13.938472957084068,15.308333333333332,8.879166666666666,5.62
ARM00087349,2005,30.3,0.0,8.1,67.1,85.9,2.0,6.1,19.383870967741935,27.55,24.560000000000002,30.1,31.84444444444444,22.0,18.318181818181817,5.23404255319149,10.02,11.225,11.333333333333334,16.638461538461538,5.472413793103448,5.516666666666667
ARM00087349,2006,0.0,75.9,6.1,29.5,221.6,0.0,0.0,20.81851851851852,27.08888888888889,28.52,25.975,31.514285714285712,25.79,21.799999999999997,5.2846153846153845,13.341666666666667,14.985714285714284,15.225,16.21818181818182,8.047368421052632,8.005555555555555
ARM00087349,2007,0.0,37.422758620689656,19.000689655172412,24.632142857142856,51.63,17.948620689655172,4.553333333333333,21.3,27.24133799732014,29.039910714285718,28.788395061728398,30.539270662287905,24.959875365788147,19.22992857142857,2.475,12.211166571631637,14.254123625416728,13.938472957084068,16.118997586964692,8.871324047397028,4.279086311106047
ARM00087349,2008,0.3,48.599999999999994,5.1,9.899999999999999,174.70000000000002,27.800000000000004,0.0,21.62857142857143,26.057142857142857,27.766666666666666,32.075,23.35,23.614285714285717,17.83636363636364,5.3020000000000005,11.828571428571427,11.82,17.2,14.757142857142856,6.755172413793104,4.389473684210526
ARM00087349,2009,1.0,0.0,0.0,24.632142857142856,5.1,17.948620689655172,0.0,15.15,27.24133799732014,41.8,28.788395061728398,30.539270662287905,24.959875365788147,19.514285714285712,-1.9500000000000002,9.0,23.6,13.938472957084068,18.2,8.871324047397028,4.775
ARM00087349,2010,0.0,28.0,9.700000000000001,0.3,31.8,58.0,0.5,18.525925925925925,23.78,25.82857142857143,28.788395061728398,27.116666666666664,23.34705882352941,21.78,1.8098039215686275,9.483333333333333,11.52,12.290000000000001,14.46875,8.462068965517242,4.595
ARM00087349,2011,23.1,88.1,8.1,8.9,104.9,15.0,25.1,19.37857142857143,25.6,26.8,31.933333333333334,29.875,26.784615384615385,17.275000000000002,4.248,10.885,11.97272727272727,15.680000000000001,15.24,8.66551724137931,-0.08421052631578946
ARM00087349,2012,33.0,464.2,5.1,1.5,25.700000000000003,58.900000000000006,0.0,19.951851851851853,24.933333333333334,26.46,30.183333333333337,30.4625,23.672727272727272,20.099999999999998,3.8259999999999996,12.03,13.144444444444444,16.31111111111111,15.169999999999998,9.448275862068966,2.9368421052631577
ARM00087349,2013,0.0,25.9,14.2,96.19999999999999,175.10000000000002,0.8,0.0,20.525,27.700000000000003,29.385714285714283,25.48,31.5,24.34166666666667,19.0,2.0980000000000003,11.778947368421052,13.919999999999998,13.81111111111111,14.559999999999999,7.14,3.4578947368421056
ARM00087349,2014,2.3,95.0,0.0,47.599999999999994,150.3,19.3,1.5,22.78076923076923,25.6625,33.68571428571429,24.7,30.4,25.92,19.133333333333333,4.602,12.552631578947368,17.11818181818182,11.325,14.726315789473684,9.5,3.84
ARM00087349,2015,15.8,7.6,12.9,138.20000000000002,16.1,19.0,3.0,21.03333333333333,23.788888888888888,26.083333333333332,25.34,29.04,22.8625,19.55,6.356,8.905263157894737,13.418181818181818,13.38,15.26875,8.096428571428572,3.84
ARM00087349,2016,0.5,126.9,6.3999999999999995,5.1,29.4,0.0,50.800000000000004,19.740909090909092,25.00909090909091,27.133333333333336,28.15,30.089999999999996,25.241666666666664,16.20909090909091,4.242857142857143,11.316666666666666,10.727272727272727,13.059999999999999,13.99,7.413333333333333,3.236842105263158
ARM00087349,2017,1.4,16.5,65.0,23.1,109.6,25.1,17.6,22.123076923076926,27.03,27.3875,27.1,32.75,23.39090909090909,19.754545454545454,6.4372549019607845,10.33,12.118181818181819,13.6,14.285,7.567857142857143,7.1049999999999995
ARM00087349,2018,0.3,2.5,41.0,23.4,65.1,29.9,0.0,18.814285714285717,29.022222222222222,23.36,29.133333333333336,29.91111111111111,28.021428571428572,19.12,2.76,10.945,14.080000000000002,17.080000000000002,15.280000000000001,11.365517241379312,3.5315789473684207
ARM00087349,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.925,26.61111111111111,29.625,31.325,31.1,24.24285714285714,17.458333333333332,4.906122448979592,10.852631578947367,12.959999999999999,15.16,17.03684210526316,6.928571428571429,2.3000000000000003
ARM00087349,2020,0.0,0.0,0.0,0.0,0.5,10.9,0.0,20.317391304347826,27.37777777777778,24.3,30.3,32.355555555555554,25.055555555555557,16.28181818181818,3.326,11.155,10.644444444444444,13.790000000000001,16.366666666666667,8.036666666666667,1.125
ARM00087349,2021,2.8,0.0,3.0,0.0,38.1,10.7,0.0,21.80952380952381,27.014285714285712,35.25,27.5,32.88333333333333,26.764285714285712,18.65,3.7020408163265306,9.433333333333334,15.1,11.75,14.54736842105263,9.476666666666667,3.405263157894737
ARM00087395,1990,19.02,132.31,69.64,1.56,78.16,42.82,7.8999999999999995,45.7695652173913,55.3125,56.625,47.88333333333333,58.73571428571428,46.646153846153844,40.53333333333333,25.985714285714284,36.65,39.5,34.96666666666667,41.0,27.5825,27.664285714285715
ARM00087395,1991,98.8,69.89999999999999,26.2,13.0,5.1,30.299999999999997,60.6,20.894444444444446,25.099999999999998,25.599999999999998,26.175,28.5,26.1125,18.5,7.5825000000000005,9.983333333333334,15.866666666666667,13.600000000000001,14.29090909090909,12.370588235294118,3.84
ARM00087395,1992,50.0,42.2,4.1,25.200000000000003,30.9,6.8999999999999995,17.3,19.531578947368423,26.616666666666664,32.25,28.35,27.8,19.599999999999998,18.185714285714287,6.9423076923076925,11.144444444444444,10.133333333333333,11.171428571428569,14.13076923076923,10.995454545454546,5.871428571428572
ARM00087395,1993,13.9,150.3,169.0,32.0,97.1,2.3,10.1,21.0,27.919999999999998,26.125,28.2,25.255555555555556,24.2875,19.0,5.986111111111111,13.764285714285714,12.559999999999999,13.588888888888889,15.323076923076924,8.224,8.379999999999999
ARM00087395,1994,134.5,136.0,28.4,26.4,94.9,47.6,12.5,20.970588235294116,26.066666666666666,24.65,28.54,29.03333333333333,25.675,15.5,8.378787878787879,13.88,12.522222222222222,14.875,15.30625,11.694444444444445,3.709090909090909
ARM00087395,1995,25.4,100.1,55.9,43.199999999999996,16.0,2.1,8.9,21.072727272727274,25.54,27.875,31.233333333333334,27.914285714285715,22.644444444444446,21.0,7.0131578947368425,10.64375,12.825,18.2,14.3625,10.063157894736841,4.661538461538462
ARM00087395,1996,6.3999999999999995,30.0,15.0,55.9,29.200000000000003,65.0,0.0,23.066666666666666,28.68,25.12,28.625,30.099999999999998,22.8,15.74,6.396875,14.18235294117647,14.25,17.5,15.423529411764704,9.90952380952381,1.8062500000000001
ARM00087395,1997,31.0,62.6,29.0,89.9,95.3,51.599999999999994,3.0,21.985,26.433333333333334,26.950000000000003,27.849999999999998,28.781818181818185,24.263636363636362,18.61111111111111,9.382352941176471,13.0,16.755555555555556,16.825,16.720000000000002,10.722727272727273,5.411764705882353
ARM00087395,1998,69.3,37.1,18.3,27.9,67.8,108.10000000000001,13.799999999999999,19.369999999999997,26.47142857142857,28.3,27.275,29.785714285714285,23.02,20.0625,9.048571428571428,13.040000000000001,14.05,15.2875,14.43125,9.233333333333334,7.09375
ARM00087395,1999,0.0,17.6,14.4,3.8,0.8,0.0,0.0,19.65294117647059,22.7125,29.566666666666666,25.675,31.32,24.728571428571428,19.266666666666666,8.30232558139535,10.947058823529412,16.455555555555556,11.200000000000001,15.689473684210528,11.48,6.3
ARM00087395,2000,27.2,49.0,9.9,0.0,33.8,40.7,37.8,17.028,24.28333333333333,24.8,26.860000000000003,27.4875,23.525,18.80909090909091,4.7918918918918925,13.700000000000001,15.7625,15.033333333333335,13.75,10.36,6.521428571428571
ARM00087395,2001,67.80000000000001,127.39999999999999,30.2,0.0,5.1,110.80000000000001,1.6,22.113636363636363,23.455555555555556,27.98,25.439999999999998,26.855555555555554,21.49375,20.25,9.712765957446809,14.447368421052632,14.766666666666667,14.65,15.466666666666665,10.444,7.5894736842105255
ARM00087395,2002,31.0,271.0,0.0,38.1,201.2,145.9,20.6,21.420833333333334,27.555555555555557,26.3,25.2,30.514285714285712,22.518181818181816,14.79090909090909,8.465116279069768,16.006666666666668,13.419999999999998,12.9375,17.575,9.98,6.247058823529412
ARM00087395,2003,95.1,68.8,4.1,11.9,172.5,62.800000000000004,20.0,17.89090909090909,27.26,30.424999999999997,26.399999999999995,31.17777777777778,24.536363636363635,21.3,5.487179487179487,13.094117647058823,12.514285714285714,12.077777777777776,15.95625,9.215,10.793333333333333
ARM00087395,2004,19.4,33.8,49.6,121.2,36.0,54.300000000000004,59.0,19.93913043478261,27.35,29.133333333333336,27.025,27.080000000000002,22.623076923076926,20.963636363636365,7.223076923076923,10.7,11.1,13.814285714285715,15.19375,10.113043478260868,9.453846153846154
ARM00087395,2005,64.4,27.2,20.1,0.0,32.0,88.6,45.9,21.566666666666666,24.3,25.259999999999998,25.833333333333332,31.725,20.700000000000003,21.37142857142857,8.24375,11.30625,11.89,11.925,17.323529411764707,9.138095238095238,9.166666666666666
ARM00087395,2006,39.0,49.300000000000004,124.19999999999999,3.0,44.2,23.200000000000003,81.4,20.444000000000003,28.3,30.400000000000002,25.96,28.78888888888889,24.735714285714288,21.90909090909091,7.761702127659575,14.01764705882353,16.32,13.85,16.773684210526316,8.955555555555556,10.0
ARM00087395,2007,25.6,151.7,78.7,0.0,12.0,83.8,27.6,17.431818181818183,24.65,27.4,28.380000000000003,28.633333333333333,23.657142857142855,16.283333333333335,4.208163265306122,14.263157894736842,16.227272727272727,13.940000000000001,13.444444444444445,12.863333333333333,5.773684210526316
ARM00087395,2008,79.4,38.2,53.1,10.9,7.1,7.9,8.0,20.26,24.141666666666666,27.314285714285713,32.03333333333333,31.325,21.963636363636365,19.38888888888889,8.442,12.273684210526316,14.922222222222224,16.58888888888889,16.625,8.88888888888889,9.725
ARM00087395,2009,73.1,63.0,30.0,67.8,210.9,314.4,159.0,17.936842105263157,25.285714285714285,28.35,27.52,29.772727272727273,20.8875,19.29090909090909,5.865306122448979,10.834999999999999,14.4,16.119999999999997,19.255555555555556,9.485714285714286,4.677777777777778
ARM00087395,2010,98.4,57.9,16.0,45.0,10.1,94.9,35.1,17.364285714285714,24.3375,26.74,29.72,28.28333333333333,23.87857142857143,20.811111111111114,5.260416666666667,10.47,11.53,13.122222222222222,14.149999999999999,10.492,9.06111111111111
ARM00087395,2011,171.6,106.19999999999999,56.9,52.1,64.69999999999999,45.0,25.1,18.491666666666667,23.775,24.900000000000002,31.566666666666663,30.442857142857143,24.81764705882353,15.172727272727274,7.560869565217391,12.626315789473685,13.509090909090908,15.711111111111112,16.166666666666668,9.27037037037037,1.9947368421052631
ARM00087395,2012,187.9,445.8,7.3999999999999995,45.0,21.0,91.2,10.2,21.291304347826088,24.355555555555554,26.46,31.883333333333336,29.688888888888886,24.06153846153846,21.22222222222222,7.072916666666667,13.829411764705881,16.11818181818182,17.740000000000002,16.683333333333334,11.748275862068965,8.161111111111111
ARM00087395,2013,22.6,30.2,105.99999999999999,93.9,97.2,115.79999999999998,27.9,19.271428571428572,27.055555555555557,27.228571428571428,26.775,28.766666666666666,24.284615384615385,17.89,5.557446808510638,12.535294117647059,13.39,15.925,16.76923076923077,10.846428571428572,7.376470588235295
ARM00087395,2014,60.0,138.9,74.1,24.2,108.9,78.0,85.6,22.26842105263158,25.580000000000002,31.675,23.25,30.49,23.65,18.07857142857143,8.831818181818182,15.023529411764706,16.82857142857143,16.0,15.9375,11.707142857142857,7.861111111111111
ARM00087395,2015,354.7,115.0,23.1,43.9,97.4,118.7,43.7,21.633333333333336,21.79,24.62857142857143,23.099999999999998,27.189999999999998,24.26153846153846,19.827272727272728,10.422448979591836,12.0375,14.8,14.0,15.844444444444443,10.106666666666666,8.226315789473684
