STATION,AÑO,lluvia_emergencia,lluvia_encanazon,lluvia_espigazon,lluvia_floracion,lluvia_llenado_de_grano,lluvia_macollaje,lluvia_siembra,tmax_emergencia,tmax_encanazon,tmax_espigazon,tmax_floracion,tmax_llenado_de_grano,tmax_macollaje,tmax_siembra,tmin_emergencia,tmin_encanazon,tmin_espigazon,tmin_floracion,tmin_llenado_de_grano,tmin_macollaje,tmin_siembra
AR000087344,2006,0.0,41.2,8.9,3.8,91.30000000000001,22.1,4.0,21.3962962962963,29.877777777777776,28.475,27.766666666666666,29.41111111111111,24.516666666666666,23.155555555555555,4.7,12.466666666666667,14.24,12.8,15.333333333333334,8.4,6.613333333333333
AR000087344,2007,0.0,10.9,0.0,35.0,2.0,164.29999999999998,0.8,17.705555555555556,26.65833333333333,31.619999999999997,28.26,30.22222222222222,23.292857142857144,15.830769230769231,1.8863636363636365,12.14375,15.333333333333334,12.957142857142857,14.782352941176471,10.352,1.325
AR000087344,2008,0.0,14.9,20.3,13.5,95.0,42.9,0.0,21.680769230769233,25.32,29.866666666666664,31.3,31.583333333333332,23.192857142857143,20.814285714285713,5.806521739130435,11.421044720617777,13.507223967788484,13.875081925243215,15.249945227395415,6.1000000000000005,5.161111111111111
AR000087344,2009,8.6,7.8999999999999995,2.5,2.0,116.0,21.2,0.0,20.945454545454545,29.419999999999998,34.35,34.03333333333333,31.880000000000003,20.080000000000002,20.490000000000002,4.185714285714286,10.694117647058825,15.0125,14.511111111111111,18.26923076923077,6.981481481481482,4.082352941176471
AR000087344,2010,0.0,11.700000000000001,28.9,2.3,49.5,64.5,0.0,18.86521739130435,25.09,27.74,34.8,28.422222222222224,24.01875,22.43,2.9583333333333335,9.299999999999999,11.899999999999999,14.071428571428571,13.84375,8.15,4.833333333333333
AR000087344,2011,3.5,80.30000000000001,45.2,22.1,103.10000000000001,1.0,16.5,20.133333333333333,26.619999999999997,28.375,33.15,31.400000000000002,29.266666666666666,16.9625,5.104761904761905,11.564285714285715,12.988888888888887,16.4625,15.950000000000001,10.053571428571429,1.1473684210526316
AR000087344,2012,30.5,111.1,7.8999999999999995,3.5,70.2,88.30000000000001,0.0,21.138095238095236,25.6,28.6,30.03333333333333,29.08888888888889,24.57,21.69,5.042222222222223,11.233333333333333,12.0,14.577777777777776,13.833333333333334,8.777777777777779,3.822222222222222
AR000087344,2013,3.0,15.8,0.0,197.2,58.4,3.3,0.0,21.425,28.622222222222224,31.139999999999997,25.22,34.325,24.245454545454546,21.02,1.725,9.05625,10.614285714285714,13.330000000000002,13.3875,5.934615384615385,2.4875
AR000087344,2014,3.0,111.0,0.0,26.200000000000003,79.8,30.0,0.3,23.62608695652174,26.666666666666668,32.72,24.7,30.622222222222224,24.83125,19.025000000000002,3.4261904761904765,10.921052631578947,15.0,9.31111111111111,12.475,7.803999999999999,3.253333333333333
AR000087344,2015,28.400000000000002,0.0,7.3999999999999995,78.3,37.0,18.0,9.700000000000001,22.092857142857145,22.733333333333334,26.099999999999998,24.619999999999997,28.533333333333335,24.62857142857143,20.169999999999998,4.766666666666667,8.23076923076923,12.6,11.788888888888888,12.5,7.686956521739131,2.88125
AR000087344,2016,1.0,52.4,6.5,48.0,6.5,1.0,51.6,21.173684210526318,25.425,25.3,29.933333333333334,29.9875,25.772727272727273,16.85,2.6530612244897958,8.957142857142857,9.7125,11.988888888888889,12.8125,5.639285714285714,1.4722222222222223
AR000087344,2017,4.1,18.0,29.9,19.0,32.8,184.1,11.200000000000001,21.48,28.342857142857145,27.67142857142857,29.599999999999998,33.480000000000004,24.018181818181816,19.818181818181817,4.5634146341463415,8.41764705882353,10.03,12.133333333333333,12.388235294117647,6.316,5.9624999999999995
AR000087344,2018,0.8,12.200000000000001,33.2,29.0,73.8,91.6,0.3,20.417391304347827,27.8,23.916666666666668,29.53333333333333,31.614285714285717,27.576923076923077,20.1,0.6559999999999999,9.147368421052633,13.175,15.714285714285714,13.305555555555555,9.262962962962963,1.7894736842105263
AR000087344,2019,1.0,53.800000000000004,0.5,17.0,95.6,7.0,0.0,21.75,27.825,29.5,31.3,31.96,24.166666666666668,18.158333333333335,3.9489795918367347,9.8,12.080000000000002,13.328571428571427,16.491666666666667,6.04074074074074,0.38421052631578945
AR000087344,2020,0.0,20.9,12.1,0.0,78.69999999999999,10.4,0.0,21.814285714285717,27.610000000000003,22.2,30.48,31.936363636363637,25.481818181818184,17.30909090909091,2.334883720930233,9.315384615384614,11.06,12.16,14.927272727272726,7.648,-0.18000000000000005
AR000087344,2021,0.5,36.9,10.9,119.1,39.4,14.5,1.0,22.505000000000003,27.9875,34.82,25.625,32.82,26.21333333333333,19.8,2.4451612903225803,9.058333333333334,13.5,10.9625,11.979999999999999,8.262500000000001,0.9615384615384616
AR000087374,1990,4.26,67.35000000000001,0.0,1.04,109.03,17.98,30.04,42.80196078431373,49.832499999999996,53.400000000000006,51.8,56.3575,43.54833333333333,39.4125,26.98921568627451,34.695,38.627272727272725,35.075,40.83,28.008333333333333,28.0425
AR000087374,1991,145.89999999999998,24.1,48.7,32.0,1.3,57.0,0.0,17.96470588235294,22.265,24.40909090909091,25.009999999999998,26.669999999999998,21.726666666666667,16.0,8.092156862745098,10.715,14.0,14.280000000000001,14.065000000000001,11.833333333333334,6.085
AR000087374,1992,102.6,57.4,21.1,11.9,28.700000000000003,242.1,0.0,16.83137254901961,23.085,24.972727272727273,22.73,25.925,19.98,15.675,6.131372549019607,12.095,12.136363636363637,10.680000000000001,15.175,9.72,7.68
AR000087374,1993,12.9,5.5,168.6,0.0,0.0,8.2,144.0,17.788235294117648,25.485,22.645454545454545,26.410000000000004,24.794999999999998,20.623333333333335,16.395,6.360784313725491,14.005,13.763636363636364,15.470000000000002,15.8,8.426666666666668,7.615
AR000087374,1994,30.4,57.6,11.9,14.299999999999999,17.0,3.3,5.6,18.984313725490196,24.380000000000003,22.61818181818182,27.27,27.919999999999998,23.313333333333333,14.190000000000001,8.35686274509804,13.88,12.463636363636363,15.2,15.525,11.483333333333333,5.0
AR000087374,1995,1.8,134.9,29.0,135.9,45.3,11.2,0.0,17.627450980392158,22.46,25.8,29.410000000000004,26.425,21.676666666666666,17.419999999999998,7.066666666666666,10.934999999999999,12.572727272727274,18.97,14.715,10.556666666666667,5.835
AR000087374,1996,0.0,75.9,21.1,113.6,13.2,24.1,0.0,20.54313725490196,25.025,25.30909090909091,26.18,29.455000000000002,20.63,13.38,7.5509803921568635,13.805000000000001,12.872727272727273,16.119999999999997,15.675,9.223333333333333,3.29
AR000087374,1997,83.1,36.0,102.1,20.7,94.1,25.9,0.3,19.6156862745098,23.675,26.072727272727274,25.36,27.145,21.816666666666666,16.555,10.762745098039215,12.855,15.254545454545456,17.02,16.445,10.943333333333333,7.234999999999999
AR000087374,1998,85.0,7.3999999999999995,30.5,24.1,25.1,70.2,6.1,18.309803921568626,25.419999999999998,27.218181818181815,26.72,27.43,20.18,17.61,8.433333333333334,12.78,14.318181818181818,15.069999999999999,15.344999999999999,8.836666666666668,8.265
AR000087374,1999,0.0,16.0,6.8999999999999995,27.7,5.0,0.0,0.0,18.162745098039213,23.15,27.563636363636363,23.23,30.869999999999997,23.35,15.275,7.964705882352941,11.105,16.79090909090909,11.77,16.16,11.44,7.034999999999999
AR000087374,2000,2.4000000000000004,0.0,2.0,0.0,35.800000000000004,50.6,23.700000000000003,16.89607843137255,23.494999999999997,24.91818181818182,24.97,25.605,21.483333333333334,16.72,6.323529411764706,13.080000000000002,15.054545454545455,15.569999999999999,14.290000000000001,10.073333333333332,8.129999999999999
AR000087374,2001,22.700000000000003,78.8,0.0,0.0,35.3,24.6,0.0,20.558823529411764,21.725,26.41818181818182,26.07,27.46,20.163333333333334,17.044999999999998,9.752941176470587,14.315000000000001,16.081818181818182,14.819999999999999,15.940000000000001,10.76,6.825
AR000087374,2002,6.1,194.0,0.3,37.0,141.9,174.70000000000002,10.200000000000001,20.14313725490196,27.23,23.718181818181815,24.56,28.835,22.103333333333335,13.419999999999998,8.847058823529412,16.884999999999998,13.354545454545455,13.569999999999999,18.28,10.306666666666667,6.37
AR000087374,2003,83.2,77.9,9.6,20.1,38.2,79.1,11.4,16.988235294117647,25.065,27.763636363636362,26.869999999999997,28.93,22.326666666666664,18.634999999999998,6.6039215686274515,13.680000000000001,14.445454545454545,13.940000000000001,16.265,9.736666666666668,11.645
AR000087374,2004,8.4,30.4,49.0,74.1,98.7,22.1,27.4,19.296,26.771428571428572,27.419999999999998,27.725,27.975,24.641666666666666,19.37777777777778,7.876744186046511,12.358333333333334,13.211111111111112,14.683333333333332,14.685714285714285,10.919230769230769,8.125
AR000087374,2005,63.6,21.1,65.1,30.0,113.39999999999999,23.6,41.4,19.962500000000002,25.639999999999997,24.85,25.375,30.733333333333334,20.65,20.428571428571427,7.873684210526315,11.822222222222223,11.1375,12.0125,17.44736842105263,7.413043478260869,9.30625
AR000087374,2006,14.7,68.1,50.0,33.5,83.3,10.1,51.1,20.268,28.55,29.28333333333333,26.05,29.0,24.19,20.0,7.69,13.533333333333333,15.299999999999999,13.780000000000001,17.289473684210527,8.992857142857144,9.73157894736842
AR000087374,2007,21.1,80.0,36.6,0.0,2.0,122.1,19.6,17.055,25.04,27.116666666666664,26.580000000000002,29.400000000000002,21.792307692307695,13.761538461538462,3.9224489795918367,14.263157894736842,15.780000000000001,14.419999999999998,14.342105263157896,11.460714285714285,5.131578947368421
AR000087374,2008,3.0,80.2,38.099999999999994,16.0,11.9,51.1,7.9,21.788888888888888,24.1,28.880000000000003,32.625,32.02222222222222,23.26923076923077,18.98,7.816,12.434999999999999,14.344444444444443,17.35,17.03125,9.176666666666668,7.81
AR000087374,2009,46.75866666666666,48.3,14.5,9.700000000000001,150.3,80.3,19.234666666666666,19.837985865361563,25.17142857142857,29.6,26.575,29.4875,20.966666666666665,17.89102133977134,8.083139599067808,10.655,14.463636363636363,16.155555555555555,18.494444444444444,7.992000000000001,7.751349085540649
AR000087374,2010,15.299999999999999,43.5,0.0,10.9,20.0,79.8,2.0,16.900000000000002,23.900000000000002,26.419999999999998,33.03333333333333,28.839999999999996,21.95,19.09,4.963265306122449,10.74,11.73,14.225,14.915000000000001,9.982758620689655,8.926315789473684
AR000087374,2011,53.7,75.2,76.2,52.1,75.9,18.0,30.1,18.208333333333332,24.044444444444444,23.400000000000002,29.375,29.766666666666666,24.400000000000002,14.544444444444444,6.9411764705882355,12.678947368421053,12.69090909090909,16.78,16.557894736842105,10.255172413793103,3.3049999999999997
AR000087374,2012,122.5,163.6,66.8,9.9,39.9,79.6,10.399999999999999,19.634999999999998,24.922222222222224,27.5,31.7,30.38888888888889,24.138461538461538,18.85,5.777777777777778,13.677777777777777,15.87,18.1625,16.729999999999997,10.955555555555556,7.0736842105263165
AR000087374,2014,57.7,52.2,0.0,28.2,68.1,56.400000000000006,19.1,19.87727272727273,26.5375,33.0,24.0,31.6125,23.376470588235293,18.518181818181816,8.952083333333333,13.74705882352941,19.0,14.085714285714285,16.36923076923077,11.0,6.757894736842106
AR000087374,2015,128.9,57.1,23.1,30.9,73.4,26.8,31.2,20.25,22.322222222222223,26.233333333333334,25.9,28.384615384615383,22.220000000000002,19.71818181818182,9.12340425531915,10.72,14.6,13.644444444444444,16.077777777777776,9.73103448275862,7.315
AR000087374,2016,9.4,106.5,60.5,100.1,46.3,31.3,50.599999999999994,18.432142857142857,25.32,25.275,30.383333333333336,28.32,22.253846153846155,16.01666666666667,7.071428571428571,13.41,12.61,14.8875,14.99375,8.620000000000001,7.909999999999999
AR000087374,2017,143.6,83.9,26.9,16.3,23.9,80.2,42.9,21.983333333333334,24.436363636363637,25.02857142857143,27.75,30.385714285714283,21.79090909090909,19.666666666666668,10.027659574468085,12.958823529411765,13.009090909090908,14.722222222222221,14.973684210526315,11.11923076923077,10.7875
AR000087374,2018,68.30000000000001,45.0,38.1,9.9,254.79999999999998,28.0,1.0,16.857894736842105,26.55,24.98,30.23333333333333,28.45,24.915384615384614,17.075,5.714285714285714,11.86,14.318181818181818,16.3,15.392857142857142,13.088888888888889,6.061111111111111
AR000087374,2019,67.8,54.4,36.2,13.2,37.2,53.099999999999994,0.0,19.40952380952381,23.599999999999998,25.725,28.225,31.11111111111111,22.133333333333336,18.266666666666666,7.108333333333333,13.18235294117647,14.70909090909091,16.822222222222223,17.431578947368422,8.95185185185185,6.347058823529412
AR000087374,2020,18.2,27.9,70.6,7.1,66.0,31.799999999999997,0.8,22.2,27.51,26.125,28.05,31.266666666666666,24.041666666666668,16.96,6.691111111111112,13.173684210526316,12.76,14.219999999999999,16.63888888888889,9.403571428571428,4.7631578947368425
AR000087374,2021,26.2,32.900000000000006,22.1,32.0,78.5,48.2,10.2,19.8,25.633333333333336,32.519999999999996,29.05,32.1,23.99375,17.744444444444447,5.708510638297873,9.858823529411765,16.736363636363635,15.711111111111112,16.085,11.100000000000001,4.136842105263158
AR000087534,1990,8.42,10.290000000000001,27.959999999999997,0.0,97.7,5.92,11.85,41.54313725490196,49.042500000000004,50.21363636363637,50.295,56.657500000000006,42.965,37.885000000000005,22.678431372549017,30.7625,33.41818181818182,31.244999999999997,38.385000000000005,23.511666666666667,23.53
AR000087534,1991,33.8,25.9,48.0,36.1,5.1,53.1,7.9,15.733333333333333,20.395,22.818181818181817,24.66,26.945,19.5,15.459999999999999,3.615686274509804,7.7,11.227272727272727,13.55,12.68,8.040000000000001,3.6450000000000005
AR000087534,1992,45.4,20.1,19.8,50.0,66.2,72.1,3.8,16.607843137254903,23.78,26.327272727272728,23.73,23.905,20.39,14.3,2.2529411764705882,9.334999999999999,9.89090909090909,8.52,13.815000000000001,6.673333333333333,1.9449999999999998
AR000087534,1993,41.9,0.0,65.1,20.1,133.2,23.3,7.9,17.484313725490196,23.605,18.927272727272726,27.35,23.46,19.66,15.755,0.7960784313725491,11.455,10.627272727272727,12.61,12.885,5.223333333333333,3.35
AR000087534,1994,22.6,101.6,5.1,5.6,9.2,39.0,7.1,16.903921568627453,22.075,20.254545454545454,27.080000000000002,27.835,20.240000000000002,14.275,3.6392156862745098,11.56,7.454545454545454,11.14,13.794999999999998,7.3933333333333335,0.96
AR000087534,1995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.558823529411764,21.91,27.354545454545452,30.889999999999997,26.455000000000002,22.33,16.07,1.027450980392157,8.18,10.009090909090908,16.89,12.334999999999999,5.786666666666666,-0.05
AR000087534,1996,0.5,74.4,13.299999999999999,60.699999999999996,1.0,0.3,0.0,19.741176470588233,25.32,24.136363636363637,25.07,31.275,20.773333333333333,12.709999999999999,2.790196078431373,10.739999999999998,11.527272727272727,11.33,14.309999999999999,5.04,-0.29000000000000004
AR000087534,1997,0.3,0.0,0.0,0.0,0.0,14.5,0.0,19.443137254901963,21.435,22.5,24.369999999999997,25.490000000000002,21.723333333333336,15.330000000000002,5.892156862745098,10.155,11.963636363636363,14.41,13.64,7.56,2.175
AR000087534,1998,0.0,26.9,0.6,82.1,63.5,0.0,0.0,16.837254901960787,25.32,24.55454545454546,22.57,26.580000000000002,19.39333333333333,16.119999999999997,4.915686274509803,10.41,12.227272727272727,13.24,13.184999999999999,5.010000000000001,5.26
AR000087534,1999,0.0,7.1,69.60000000000001,3.0,4.1,0.0,0.0,16.711764705882352,21.84,24.69090909090909,20.830000000000002,28.095,21.15666666666667,13.794999999999998,3.503921568627451,9.055,13.19090909090909,10.22,14.865,8.356666666666666,4.205
AR000087534,2000,3.5,16.8,0.0,56.9,0.5,1.0,4.0,15.723529411764705,22.185,24.05454545454546,21.93,25.380000000000003,20.736666666666668,14.715,2.0784313725490198,8.74,12.80909090909091,12.690000000000001,11.965,5.113333333333333,3.46
AR000087534,2001,38.2,63.0,41.9,4.1,0.0,41.9,0.0,17.194117647058825,20.321052631578947,25.163636363636364,24.78,26.35,19.142857142857142,15.410526315789474,5.149019607843138,12.594736842105263,13.618181818181819,13.6,13.355,7.558620689655172,1.9421052631578946
AR000087534,2002,0.0,18.5,23.1,3.5,41.2,13.2,0.0,18.010204081632654,25.419999999999998,23.48,24.14,29.210526315789473,21.303333333333335,12.595,4.298039215686274,12.23157894736842,9.427272727272728,10.97,15.0,6.633333333333333,1.78
AR000087534,2003,20.0,0.0,9.9,2.0,157.8,2.0,35.0,16.0,25.630000000000003,28.7,29.77,30.244999999999997,22.14,15.765,1.719607843137255,10.440000000000001,10.536363636363637,10.97,13.530000000000001,5.5600000000000005,6.95
AR000087534,2004,26.9,139.0,0.0,15.0,62.5,1.0,0.0,16.2,23.427272727272726,25.383333333333336,29.025,25.9625,22.961111111111112,16.81,4.958974358974359,9.06111111111111,9.877777777777778,11.6,14.486666666666668,6.376,4.16
AR000087534,2005,51.0,1.0,70.1,21.1,80.9,59.3,51.599999999999994,18.414285714285715,24.12857142857143,23.166666666666668,28.325000000000003,31.360000000000003,21.692307692307693,18.22222222222222,3.93125,8.127777777777778,9.6,11.355555555555556,14.605555555555554,4.227586206896552,3.085
AR000087534,2006,4.6,67.2,39.2,9.6,130.9,0.8,0.8,19.906896551724138,25.91818181818182,27.457142857142856,24.06,29.025,24.825,18.853846153846153,2.2361702127659573,11.166666666666666,13.090909090909092,10.3625,13.005882352941176,4.346153846153846,5.105882352941176
AR000087534,2007,0.3,121.2,15.0,0.3,24.4,58.1,1.0,15.636,23.072727272727274,28.833333333333332,26.82,29.755555555555556,20.7,13.76923076923077,-0.5847826086956522,10.542105263157895,11.944444444444445,10.625,11.352631578947367,7.0777777777777775,0.17058823529411762
AR000087534,2008,1.0,29.0,6.1,32.0,132.4,28.9,15.0,19.184,25.200000000000003,28.639999999999997,33.4,34.2875,22.373333333333335,17.919999999999998,3.059183673469388,9.66,10.355555555555556,15.5,14.855,5.163333333333333,4.085
AR000087534,2009,0.0,3.3,16.0,5.0,90.9,115.9,0.0,19.4037037037037,26.48888888888889,32.975,27.099999999999998,29.27777777777778,21.166666666666668,18.314285714285713,1.703921568627451,7.925,12.6,10.85,15.27,5.228571428571429,0.32999999999999996
AR000087534,2010,0.0,161.4,29.7,7.9,30.700000000000003,72.9,14.0,18.244,22.7875,25.78,30.3,29.244444444444444,22.56875,19.599999999999998,-0.23137254901960783,8.809999999999999,9.872727272727273,11.72,13.440000000000001,7.683333333333334,3.1999999999999997
AR000087534,2011,72.1,51.9,26.200000000000003,30.0,144.0,14.0,4.6,18.962962962962962,23.875,26.766666666666666,32.64,30.781818181818185,25.77692307692308,16.427272727272726,2.103921568627451,10.53,11.172727272727272,15.74,14.557894736842107,7.11,-2.1100000000000003
AR000087534,2012,67.1,131.0,102.9,28.0,134.1,72.6,0.0,18.689285714285713,24.09,23.416666666666668,28.380000000000003,27.912499999999998,22.385714285714283,19.272727272727273,1.7734693877551018,11.47,12.733333333333333,16.22,15.215,8.879310344827585,1.2421052631578948
AR000087534,2013,3.3,24.9,21.1,59.0,53.6,15.100000000000001,4.1,19.59090909090909,27.1875,27.342857142857145,25.580000000000002,32.075,23.02,17.325,0.8627450980392157,10.936842105263159,11.736363636363636,13.830000000000002,14.365,5.744827586206896,1.77
AR000087534,2014,3.3,60.6,6.6,31.9,53.4,76.5,1.3,20.820833333333333,24.916666666666668,32.075,28.85,32.25555555555556,24.207142857142856,17.563636363636363,4.436734693877551,11.02,15.727272727272727,10.51,13.850000000000001,8.486666666666666,2.5599999999999996
AR000087534,2015,7.4,30.6,33.5,25.9,103.80000000000001,33.099999999999994,21.1,20.02592592592593,21.072727272727274,25.383333333333336,24.275,27.55454545454546,22.735714285714288,17.869999999999997,5.107843137254902,8.116666666666667,11.736363636363636,11.7,13.763157894736842,6.3310344827586205,3.66
AR000087534,2016,25.200000000000003,54.099999999999994,115.8,34.8,61.2,22.1,45.7,18.90740740740741,21.95,25.075,29.525,28.360000000000003,22.875,14.109090909090908,4.152,11.26842105263158,12.118181818181819,12.4,13.145,6.166666666666667,5.238888888888889
AR000087534,2017,13.000000000000002,10.1,6.1,37.900000000000006,28.1,87.7,39.1,19.372,23.38181818181818,26.839999999999996,26.45,29.981818181818184,21.175,18.775000000000002,5.598039215686274,10.075,10.690909090909091,13.790000000000001,12.472222222222221,7.392857142857143,7.2368421052631575
AR000087534,2018,28.299999999999997,8.899999999999999,8.4,0.0,22.4,12.2,5.1,18.31111111111111,25.9,23.642857142857142,30.666666666666668,29.428571428571427,25.735714285714288,17.044444444444444,1.8568627450980393,9.375,12.645454545454545,14.780000000000001,13.216666666666667,9.303448275862069,2.66
AR000087534,2019,0.0,18.599999999999998,71.1,0.5,40.1,9.399999999999999,0.0,19.724999999999998,25.17,27.566666666666666,28.799999999999997,32.55555555555556,25.44545454545454,17.59,2.758,9.425,11.10909090909091,14.24,16.294999999999998,5.5,0.8157894736842105
AR000087534,2020,1.2,7.9,54.7,4.1,82.0,47.1,0.0,20.484,24.677777777777777,23.625,29.619999999999997,31.19090909090909,23.172727272727272,15.690000000000001,1.5166666666666666,8.742105263157894,9.822222222222223,12.677777777777777,14.321052631578949,6.056666666666667,0.22999999999999998
AR000087534,2021,0.0,38.9,0.6,102.39999999999999,78.0,33.300000000000004,2.0,19.947619047619046,24.8125,35.56666666666666,22.65,30.5,23.185714285714287,18.8625,1.4326530612244899,7.1000000000000005,12.440000000000001,11.333333333333334,13.411764705882353,7.85,1.935
AR000087623,1990,105.08,28.17,52.8,7.38,43.13,31.18,4.569999999999999,40.61764705882353,48.95,51.54545454545455,49.25,58.222500000000004,40.89833333333333,36.93,21.050980392156863,29.0225,32.56363636363636,28.985000000000003,36.88,24.663333333333334,23.572499999999998
AR000087623,1991,44.8,2.3,5.1,77.4,87.7,33.0,13.0,15.333333333333334,20.655,21.900000000000002,23.7,26.110000000000003,19.44333333333333,14.594999999999999,2.2215686274509805,5.7700000000000005,11.218181818181817,12.629999999999999,12.43,7.5233333333333325,2.1399999999999997
AR000087623,1992,59.0,2.3,0.0,0.6,100.3,120.4,2.0,15.476470588235292,22.425,26.663636363636364,22.6,24.05,18.85666666666667,12.23,1.911764705882353,8.09,9.645454545454545,9.040000000000001,12.53,6.8100000000000005,1.265
AR000087623,1993,52.0,2.0,12.1,54.1,93.4,20.0,3.0,17.33529411764706,24.794999999999998,18.163636363636364,26.880000000000003,23.93,19.81,13.86,0.9784313725490196,9.775,8.89090909090909,10.66,11.5,4.98,2.4850000000000003
AR000087623,1994,88.89999999999999,108.2,2.0,0.0,24.2,0.0,5.6,15.598039215686274,21.57,22.527272727272727,28.580000000000002,30.335,21.113333333333333,13.005,3.211764705882353,9.940000000000001,7.145454545454545,10.74,14.51,6.683333333333334,0.495
AR000087623,1995,7.9,240.8,0.0,4.1,5.3999999999999995,12.2,3.3,15.964705882352941,21.565,26.736363636363638,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.834999999999999,5.756666666666666,1.59
AR000087623,1996,7.3999999999999995,66.8,0.8,21.0,91.7,7.6,19.1,18.225490196078432,23.86,24.245454545454546,24.97,30.46,20.9,11.475,3.580392156862745,9.485,10.209090909090909,10.83,14.465,5.1466666666666665,-0.13000000000000006
AR000087623,1997,57.2,44.2,47.0,26.5,24.7,9.5,13.7,16.854901960784314,20.31,22.009090909090908,22.5,25.155,19.25,12.91,5.590196078431373,8.959999999999999,10.554545454545455,12.73,12.2,6.343333333333334,2.4050000000000002
AR000087623,1998,20.599999999999998,24.500000000000004,1.0,17.3,35.1,23.200000000000003,1.0,17.184313725490195,25.689999999999998,25.427272727272726,24.35,28.49,19.133333333333333,16.32,3.4431372549019605,10.5,9.127272727272727,11.309999999999999,12.525,4.09,3.8299999999999996
AR000087623,1999,0.0,19.5,30.0,108.8,49.5,6.1,0.0,16.119607843137256,20.425,25.181818181818183,21.39,27.365,19.763333333333332,13.275,2.925490196078431,7.334999999999999,12.054545454545455,8.459999999999999,13.775,6.823333333333333,2.3850000000000002
AR000087623,2000,16.6,59.0,7.8999999999999995,33.0,0.8,13.4,1.0,14.449019607843137,21.155,21.40909090909091,23.169999999999998,26.21,18.263333333333332,13.625,1.3941176470588235,7.284999999999999,10.409090909090908,10.870000000000001,10.235,4.91,3.21
AR000087623,2001,20.6,103.89999999999999,20.9,9.1,19.0,17.3,0.0,15.176470588235293,20.175,24.90909090909091,23.44,24.855,18.19,14.969999999999999,3.8058823529411763,10.965,11.363636363636363,12.129999999999999,10.045,5.8533333333333335,1.905
AR000087623,2002,88.4,70.1,9.1,28.9,0.5,38.2,0.0,16.16862745098039,22.89,23.745454545454546,22.79,28.830000000000002,19.833333333333332,10.745000000000001,4.41764705882353,10.33,8.945454545454545,10.57,13.0,6.04,-0.20999999999999996
AR000087623,2003,16.8,68.8,4.0,0.0,68.8,18.5,1.3,16.019607843137255,25.615,28.336363636363636,29.54,26.945,22.09,15.13,0.9392156862745098,9.915000000000001,9.436363636363636,11.190000000000001,12.919999999999998,6.34,4.055
AR000087623,2004,117.9,33.7,0.0,6.0,77.5,9.1,3.0,15.396296296296295,22.60909090909091,25.7,27.2,26.057142857142857,23.4,17.7,2.7195652173913043,8.649999999999999,9.83,10.4625,13.366666666666667,6.276,1.92
AR000087623,2005,26.400000000000002,41.2,24.9,1.0,21.1,61.9,3.8,17.037499999999998,26.522222222222222,24.78333333333333,28.974999999999998,32.31818181818182,21.400000000000002,15.366666666666667,2.6688888888888886,8.211111111111112,8.10909090909091,11.57,14.673684210526316,3.903703703703704,2.6631578947368424
AR000087623,2006,3.0,119.1,36.6,0.0,20.1,26.200000000000003,0.0,18.636666666666667,25.661538461538463,25.54,24.05,31.2,23.511764705882353,17.508333333333333,1.4489795918367347,10.88888888888889,11.7,10.26,13.352631578947367,5.413333333333333,3.710526315789474
AR000087623,2007,20.3,55.300000000000004,35.8,28.7,0.0,107.10000000000001,0.0,15.52962962962963,22.063636363636363,27.099999999999998,29.46666666666667,28.310000000000002,20.276470588235295,16.490000000000002,-0.536734693877551,8.994444444444445,11.281818181818181,9.120000000000001,10.51764705882353,6.392857142857143,-1.56
AR000087623,2008,15.799999999999999,60.6,25.1,13.200000000000001,50.3,34.0,0.8,17.18846153846154,24.41111111111111,25.02,31.439999999999998,33.480000000000004,22.084615384615386,15.25,2.5509803921568626,8.815000000000001,9.490909090909092,13.89,15.605555555555554,4.093333333333333,3.4210526315789473
AR000087623,2009,3.6,9.9,2.0,4.1,76.7,63.4,0.3,19.937037037037037,25.380000000000003,27.7,26.28333333333333,30.19090909090909,20.069230769230767,16.763636363636365,2.6529411764705886,7.220000000000001,11.654545454545454,7.788888888888888,13.565000000000001,4.743333333333334,0.54
AR000087623,2010,0.0,0.0,52.1,0.3,41.199999999999996,126.8,1.6,16.744,25.8875,26.360000000000003,27.066666666666666,28.422222222222224,20.810526315789474,18.90909090909091,-0.2419999999999999,8.05,8.91,11.11,12.48,5.796666666666667,2.94
AR000087623,2011,42.9,62.2,7.1,73.10000000000001,34.0,4.1,8.2,17.067741935483873,22.5,25.228571428571428,29.066666666666666,30.422222222222224,24.5,15.075000000000001,2.0509803921568626,8.809999999999999,7.7272727272727275,13.85,13.969999999999999,6.039285714285714,-1.6350000000000002
AR000087623,2012,145.0,133.1,52.1,37.9,65.1,12.9,0.0,17.532142857142855,25.1125,25.066666666666666,29.04,28.336363636363636,21.569230769230767,17.922222222222224,1.5333333333333334,9.095,9.177777777777777,14.0,12.089473684210526,6.855172413793104,1.4849999999999999
AR000087623,2013,8.1,47.8,3.0,73.9,19.0,69.6,9.2,18.75263157894737,25.766666666666666,24.67142857142857,27.86666666666667,30.2125,20.453333333333333,16.408333333333335,1.0470588235294118,10.094736842105263,9.86,12.5,13.455000000000002,5.082758620689655,2.12
