PROVINCIA,DEPARTAMENTO,AÑO,RENDIMIENTO - KG X HA
Buenos Aires,Olavarría,1998,2727.0
Buenos Aires,Patagones,1998,922.0
Buenos Aires,Pehuajó,1998,2625.0
Buenos Aires,Pellegrini,1998,1700.0
Buenos Aires,Pergamino,1998,2914.0
Buenos Aires,Pilar,1998,2750.0
Buenos Aires,Puán,1998,1814.0
Buenos Aires,Ramallo,1998,2703.0
Buenos Aires,Rauch,1998,2747.0
Buenos Aires,Rivadavia,1998,2667.0
Buenos Aires,Rojas,1998,3105.0
Buenos Aires,Roque Pérez,1998,3500.0
Buenos Aires,Saavedra,1998,1905.0
Buenos Aires,Saladillo,1998,3514.0
Buenos Aires,Salliqueló,1998,2100.0
Buenos Aires,Salto,1998,2851.0
Buenos Aires,San Andrés de Giles,1998,3333.0
Buenos Aires,San Antonio de Areco,1998,3130.0
Buenos Aires,San Cayetano,1998,2337.0
Buenos Aires,San Nicolás,1998,2511.0
Buenos Aires,San Pedro,1998,2851.0
Buenos Aires,Suipacha,1998,3500.0
Buenos Aires,Tandil,1998,2802.0
Buenos Aires,Tapalqué,1998,2609.0
Buenos Aires,Tornquist,1998,1652.0
Buenos Aires,Trenque Lauquen,1998,2917.0
Buenos Aires,Tres Arroyos,1998,2695.0
Buenos Aires,Tres Lomas,1998,1941.0
Buenos Aires,Villarino,1998,769.0
Buenos Aires,Zárate,1998,3056.0
Córdoba,Calamuchita,1998,1810.0
Córdoba,Capital,1998,2250.0
Córdoba,Colón,1998,1697.0
Córdoba,General Roca,1998,2495.0
Córdoba,General San Martín,1998,2000.0
Córdoba,Juárez Celman,1998,1818.0
Córdoba,Marcos Juárez,1998,2138.0
Córdoba,Presidente Roque Sáenz Peña,1998,2422.0
Córdoba,Río Cuarto,1998,1905.0
Córdoba,Río Primero,1998,2098.0
Córdoba,Río Segundo,1998,2426.0
Córdoba,San Alberto,1998,3167.0
Córdoba,San Javier,1998,3067.0
Córdoba,San Justo,1998,2062.0
Córdoba,Santa María,1998,1929.0
Córdoba,Tercero Arriba,1998,2212.0
Córdoba,Totoral,1998,2895.0
Córdoba,Tulumba,1998,0.0
Córdoba,Unión,1998,2000.0
Entre Ríos,Colón,1998,2000.0
Entre Ríos,Concordia,1998,2000.0
Entre Ríos,Diamante,1998,2607.0
Entre Ríos,Federación,1998,1800.0
Entre Ríos,Federal,1998,1885.0
Entre Ríos,Feliciano,1998,1818.0
Entre Ríos,Gualeguay,1998,3227.0
Entre Ríos,Gualeguaychú,1998,2515.0
Entre Ríos,La Paz,1998,1948.0
Entre Ríos,Nogoyá,1998,2714.0
Entre Ríos,Paraná,1998,2415.0
Entre Ríos,Tala,1998,2500.0
Entre Ríos,Uruguay,1998,2250.0
Entre Ríos,Victoria,1998,3000.0
Entre Ríos,Villaguay,1998,2200.0
La Pampa,Atreucó,1998,2009.0
La Pampa,Caleu Caleu,1998,600.0
La Pampa,Capital,1998,1818.0
La Pampa,Catriló,1998,1960.0
La Pampa,Chapaleufú,1998,2070.0
La Pampa,Conhelo,1998,2111.0
La Pampa,Guatraché,1998,1604.0
La Pampa,Hucal,1998,702.0
La Pampa,Loventué,1998,1565.0
La Pampa,Maracó,1998,2204.0
La Pampa,Quemú Quemú,1998,2194.0
La Pampa,Rancul,1998,2079.0
La Pampa,Realicó,1998,2125.0
La Pampa,Toay,1998,1417.0
La Pampa,Trenel,1998,2128.0
La Pampa,Utracán,1998,800.0
Santa Fe,9 de Julio,1998,2455.0
Santa Fe,Belgrano,1998,2311.0
Santa Fe,Caseros,1998,2857.0
Santa Fe,Castellanos,1998,2308.0
Santa Fe,Garay,1998,2400.0
Santa Fe,General López,1998,2959.0
Santa Fe,General Obligado,1998,1845.0
Santa Fe,Iriondo,1998,2347.0
Santa Fe,La Capital,1998,2439.0
Santa Fe,Las Colonias,1998,2467.0
Santa Fe,Rosario,1998,2462.0
Santa Fe,San Cristóbal,1998,1917.0
Santa Fe,San Javier,1998,2121.0
Santa Fe,San Jerónimo,1998,2304.0
Santa Fe,San Justo,1998,2250.0
Santa Fe,San Lorenzo,1998,2583.0
Santa Fe,San Martín,1998,2421.0
Santa Fe,Vera,1998,2424.0
Santa Fe,Villa Constitución,1998,2778.0
Buenos Aires,25 de Mayo,1999,3307.0
Buenos Aires,9 de Julio,1999,3576.0
Buenos Aires,Adolfo Alsina,1999,1420.0
Buenos Aires,Adolfo Gonzales Chaves,1999,2601.0
Buenos Aires,Alberti,1999,3661.0
Buenos Aires,Arrecifes,1999,3174.0
Buenos Aires,Ayacucho,1999,2823.0
Buenos Aires,Azul,1999,3134.0
Buenos Aires,Bahía Blanca,1999,1174.0
Buenos Aires,Balcarce,1999,3225.0
Buenos Aires,Baradero,1999,3037.0
Buenos Aires,Benito Juárez,1999,2942.0
Buenos Aires,Bolívar,1999,2714.0
Buenos Aires,Bragado,1999,3625.0
Buenos Aires,Campana,1999,2800.0
Buenos Aires,Cañuelas,1999,3111.0
Buenos Aires,Capitán Sarmiento,1999,3101.0
Buenos Aires,Carlos Casares,1999,2852.0
Buenos Aires,Carlos Tejedor,1999,2672.0
Buenos Aires,Carmen de Areco,1999,3015.0
Buenos Aires,Castelli,1999,2759.0
Buenos Aires,Chacabuco,1999,3233.0
Buenos Aires,Chascomús,1999,3273.0
Buenos Aires,Chivilcoy,1999,3691.0
Buenos Aires,Colón,1999,3321.0
Buenos Aires,Coronel de Marina Leonardo Rosales,1999,1286.0
Buenos Aires,Coronel Dorrego,1999,1750.0
Buenos Aires,Coronel Pringles,1999,1716.0
Buenos Aires,Coronel Suárez,1999,1623.0
Buenos Aires,Daireaux,1999,2239.0
Buenos Aires,Dolores,1999,2680.0
Buenos Aires,Exaltación de la Cruz,1999,3222.0
Buenos Aires,Florentino Ameghino,1999,2833.0
Buenos Aires,General Alvarado,1999,3111.0
Buenos Aires,General Alvear,1999,2900.0
Buenos Aires,General Arenales,1999,2929.0
Buenos Aires,General Belgrano,1999,3158.0
Buenos Aires,General Guido,1999,2551.0
Buenos Aires,General Juan Madariaga,1999,2898.0
Buenos Aires,General La Madrid,1999,1520.0
Buenos Aires,General Las Heras,1999,3000.0
Buenos Aires,General Lavalle,1999,2542.0
Buenos Aires,General Pinto,1999,3125.0
Buenos Aires,General Pueyrredón,1999,3015.0
Buenos Aires,General Rodríguez,1999,2800.0
Buenos Aires,General Viamonte,1999,3035.0
Buenos Aires,General Villegas,1999,2964.0
Buenos Aires,Guaminí,1999,1711.0
Buenos Aires,Hipólito Yrigoyen,1999,2750.0
Buenos Aires,Junín,1999,3128.0
Buenos Aires,Laprida,1999,2222.0
Buenos Aires,Las Flores,1999,3000.0
Buenos Aires,Leandro N. Alem,1999,3227.0
Buenos Aires,Lincoln,1999,3038.0
Buenos Aires,Lobería,1999,2922.0
Buenos Aires,Lobos,1999,3100.0
Buenos Aires,Luján,1999,2889.0
Buenos Aires,Maipú,1999,2706.0
Buenos Aires,Mar Chiquita,1999,2813.0
Buenos Aires,Marcos Paz,1999,3000.0
Buenos Aires,Mercedes,1999,3000.0
Buenos Aires,Monte,1999,3000.0
Buenos Aires,Navarro,1999,3111.0
Buenos Aires,Necochea,1999,3096.0
Buenos Aires,Olavarría,1999,2833.0
Buenos Aires,Patagones,1999,1029.0
Buenos Aires,Pehuajó,1999,2769.0
Buenos Aires,Pellegrini,1999,1922.0
Buenos Aires,Pergamino,1999,3368.0
Buenos Aires,Pilar,1999,3000.0
Buenos Aires,Puán,1999,1021.0
Buenos Aires,Ramallo,1999,2847.0
Buenos Aires,Rauch,1999,2802.0
Buenos Aires,Rivadavia,1999,2779.0
Buenos Aires,Rojas,1999,3231.0
Buenos Aires,Roque Pérez,1999,3176.0
Buenos Aires,Saavedra,1999,1222.0
Buenos Aires,Saladillo,1999,3259.0
Buenos Aires,Salliqueló,1999,1400.0
Buenos Aires,Salto,1999,3263.0
Buenos Aires,San Andrés de Giles,1999,3040.0
Buenos Aires,San Antonio de Areco,1999,3115.0
Buenos Aires,San Cayetano,1999,2802.0
Buenos Aires,San Nicolás,1999,2911.0
Buenos Aires,San Pedro,1999,2935.0
Buenos Aires,Suipacha,1999,3500.0
Buenos Aires,Tandil,1999,3210.0
Buenos Aires,Tapalqué,1999,2833.0
Buenos Aires,Tornquist,1999,1120.0
Buenos Aires,Trenque Lauquen,1999,2731.0
Buenos Aires,Tres Arroyos,1999,3000.0
Buenos Aires,Tres Lomas,1999,1406.0
Buenos Aires,Villarino,1999,1013.0
Buenos Aires,Zárate,1999,3000.0
Córdoba,Calamuchita,1999,2000.0
Córdoba,Capital,1999,2250.0
Córdoba,Colón,1999,2438.0
Córdoba,General Roca,1999,2201.0
Córdoba,General San Martín,1999,2321.0
Córdoba,Juárez Celman,1999,2185.0
Córdoba,Marcos Juárez,1999,3250.0
Córdoba,Presidente Roque Sáenz Peña,1999,2208.0
Córdoba,Río Cuarto,1999,2138.0
Córdoba,Río Primero,1999,2620.0
Córdoba,Río Segundo,1999,2261.0
Córdoba,San Alberto,1999,1500.0
Córdoba,San Javier,1999,1222.0
Córdoba,San Justo,1999,2485.0
Córdoba,Santa María,1999,2233.0
Córdoba,Tercero Arriba,1999,2273.0
Córdoba,Totoral,1999,2667.0
Córdoba,Tulumba,1999,1600.0
Córdoba,Unión,1999,3100.0
Entre Ríos,Colón,1999,1750.0
Entre Ríos,Concordia,1999,2095.0
Entre Ríos,Diamante,1999,2199.0
Entre Ríos,Federación,1999,1920.0
Entre Ríos,Federal,1999,2000.0
Entre Ríos,Feliciano,1999,1882.0
Entre Ríos,Gualeguay,1999,2200.0
Entre Ríos,Gualeguaychú,1999,1950.0
Entre Ríos,La Paz,1999,1901.0
Entre Ríos,Nogoyá,1999,2000.0
Entre Ríos,Paraná,1999,2101.0
Entre Ríos,Tala,1999,1800.0
Entre Ríos,Uruguay,1999,1800.0
Entre Ríos,Victoria,1999,2300.0
Entre Ríos,Villaguay,1999,1697.0
La Pampa,Atreucó,1999,2308.0
La Pampa,Caleu Caleu,1999,923.0
La Pampa,Capital,1999,2273.0
La Pampa,Catriló,1999,2310.0
La Pampa,Chapaleufú,1999,2319.0
La Pampa,Conhelo,1999,2300.0
La Pampa,Guatraché,1999,1960.0
La Pampa,Hucal,1999,1006.0
La Pampa,Loventué,1999,2000.0
La Pampa,Maracó,1999,2342.0
La Pampa,Quemú Quemú,1999,2300.0
La Pampa,Rancul,1999,2160.0
La Pampa,Realicó,1999,2310.0
La Pampa,Toay,1999,1948.0
La Pampa,Trenel,1999,2127.0
La Pampa,Utracán,1999,1646.0
Santa Fe,9 de Julio,1999,1789.0
Santa Fe,Belgrano,1999,3107.0
Santa Fe,Caseros,1999,3058.0
Santa Fe,Castellanos,1999,2764.0
Santa Fe,Garay,1999,2400.0
Santa Fe,General López,1999,3319.0
Santa Fe,General Obligado,1999,1732.0
Santa Fe,Iriondo,1999,3113.0
Santa Fe,La Capital,1999,2520.0
Santa Fe,Las Colonias,1999,2510.0
Santa Fe,Rosario,1999,3051.0
Santa Fe,San Cristóbal,1999,2411.0
Santa Fe,San Javier,1999,1593.0
Santa Fe,San Jerónimo,1999,2976.0
Santa Fe,San Justo,1999,2333.0
Santa Fe,San Lorenzo,1999,3067.0
Santa Fe,San Martín,1999,3105.0
Santa Fe,Vera,1999,1859.0
Santa Fe,Villa Constitución,1999,3063.0
Buenos Aires,25 de Mayo,2000,2890.0
Buenos Aires,9 de Julio,2000,2500.0
Buenos Aires,Adolfo Alsina,2000,2819.0
Buenos Aires,Adolfo Gonzales Chaves,2000,2993.0
Buenos Aires,Alberti,2000,3000.0
Buenos Aires,Arrecifes,2000,2626.0
Buenos Aires,Ayacucho,2000,2995.0
Buenos Aires,Azul,2000,3500.0
Buenos Aires,Bahía Blanca,2000,1736.0
Buenos Aires,Balcarce,2000,3425.0
Buenos Aires,Baradero,2000,2100.0
Buenos Aires,Benito Juárez,2000,3190.0
Buenos Aires,Bolívar,2000,2904.0
Buenos Aires,Bragado,2000,3000.0
Buenos Aires,Campana,2000,2300.0
Buenos Aires,Cañuelas,2000,2702.0
Buenos Aires,Capitán Sarmiento,2000,2500.0
Buenos Aires,Carlos Casares,2000,3000.0
Buenos Aires,Carlos Tejedor,2000,2209.0
Buenos Aires,Carmen de Areco,2000,3000.0
Buenos Aires,Castelli,2000,2700.0
Buenos Aires,Chacabuco,2000,3000.0
Buenos Aires,Chascomús,2000,2705.0
Buenos Aires,Chivilcoy,2000,2200.0
Buenos Aires,Colón,2000,2500.0
Buenos Aires,Coronel de Marina Leonardo Rosales,2000,1838.0
Buenos Aires,Coronel Dorrego,2000,2297.0
Buenos Aires,Coronel Pringles,2000,2392.0
Buenos Aires,Coronel Suárez,2000,2805.0
Buenos Aires,Daireaux,2000,3000.0
Buenos Aires,Dolores,2000,2700.0
Buenos Aires,Exaltación de la Cruz,2000,2700.0
Buenos Aires,Florentino Ameghino,2000,2636.0
Buenos Aires,General Alvarado,2000,3502.0
Buenos Aires,General Alvear,2000,2800.0
Buenos Aires,General Arenales,2000,3200.0
Buenos Aires,General Belgrano,2000,2800.0
Buenos Aires,General Guido,2000,2600.0
Buenos Aires,General Juan Madariaga,2000,3103.0
Buenos Aires,General La Madrid,2000,2707.0
Buenos Aires,General Las Heras,2000,2800.0
Buenos Aires,General Lavalle,2000,2712.0
Buenos Aires,General Pinto,2000,2647.0
Buenos Aires,General Pueyrredón,2000,3396.0
Buenos Aires,General Rodríguez,2000,2800.0
Buenos Aires,General Viamonte,2000,3067.0
Buenos Aires,General Villegas,2000,2889.0
Buenos Aires,Guaminí,2000,2911.0
Buenos Aires,Hipólito Yrigoyen,2000,2900.0
Buenos Aires,Junín,2000,3000.0
Buenos Aires,Laprida,2000,2791.0
Buenos Aires,Las Flores,2000,2700.0
Buenos Aires,Leandro N. Alem,2000,3067.0
Buenos Aires,Lincoln,2000,2829.0
Buenos Aires,Lobería,2000,3348.0
Buenos Aires,Lobos,2000,2810.0
Buenos Aires,Luján,2000,3000.0
Buenos Aires,Maipú,2000,3014.0
Buenos Aires,Mar Chiquita,2000,2995.0
Buenos Aires,Marcos Paz,2000,2800.0
Buenos Aires,Mercedes,2000,2404.0
Buenos Aires,Monte,2000,2700.0
Buenos Aires,Navarro,2000,2806.0
Buenos Aires,Necochea,2000,3488.0
Buenos Aires,Olavarría,2000,3189.0
Buenos Aires,Patagones,2000,1823.0
Buenos Aires,Pehuajó,2000,2904.0
Buenos Aires,Pellegrini,2000,2800.0
Buenos Aires,Pergamino,2000,2500.0
Buenos Aires,Pilar,2000,2800.0
Buenos Aires,Puán,2000,2402.0
Buenos Aires,Ramallo,2000,2300.0
Buenos Aires,Rauch,2000,3000.0
Buenos Aires,Rivadavia,2000,2800.0
Buenos Aires,Rojas,2000,3211.0
Buenos Aires,Roque Pérez,2000,2803.0
Buenos Aires,Saavedra,2000,2500.0
Buenos Aires,Saladillo,2000,2900.0
Buenos Aires,Salliqueló,2000,3045.0
Buenos Aires,Salto,2000,2600.0
Buenos Aires,San Andrés de Giles,2000,3000.0
Buenos Aires,San Antonio de Areco,2000,2700.0
Buenos Aires,San Cayetano,2000,2891.0
Buenos Aires,San Nicolás,2000,2400.0
Buenos Aires,San Pedro,2000,2700.0
Buenos Aires,Suipacha,2000,2800.0
Buenos Aires,Tandil,2000,3548.0
Buenos Aires,Tapalqué,2000,3000.0
Buenos Aires,Tornquist,2000,2115.0
Buenos Aires,Trenque Lauquen,2000,2899.0
Buenos Aires,Tres Arroyos,2000,3190.0
Buenos Aires,Tres Lomas,2000,2950.0
Buenos Aires,Villarino,2000,1840.0
Buenos Aires,Zárate,2000,2200.0
Córdoba,Calamuchita,2000,2010.0
Córdoba,Capital,2000,1667.0
Córdoba,Colón,2000,2333.0
Córdoba,General Roca,2000,2504.0
Córdoba,General San Martín,2000,2300.0
Córdoba,Juárez Celman,2000,2011.0
Córdoba,Marcos Juárez,2000,2517.0
Córdoba,Presidente Roque Sáenz Peña,2000,2421.0
Córdoba,Río Cuarto,2000,2000.0
Córdoba,Río Primero,2000,2247.0
Córdoba,Río Segundo,2000,2201.0
Córdoba,San Alberto,2000,2000.0
Córdoba,San Javier,2000,2000.0
Córdoba,San Justo,2000,2327.0
Córdoba,Santa María,2000,1727.0
Córdoba,Tercero Arriba,2000,1902.0
Córdoba,Totoral,2000,2424.0
Córdoba,Tulumba,2000,1933.0
Córdoba,Unión,2000,2307.0
Entre Ríos,Colón,2000,1400.0
Entre Ríos,Concordia,2000,1911.0
Entre Ríos,Diamante,2000,2107.0
Entre Ríos,Federación,2000,1900.0
Entre Ríos,Federal,2000,1900.0
Entre Ríos,Feliciano,2000,1800.0
Entre Ríos,Gualeguay,2000,1905.0
Entre Ríos,Gualeguaychú,2000,1811.0
Entre Ríos,La Paz,2000,2110.0
Entre Ríos,Nogoyá,2000,1802.0
Entre Ríos,Paraná,2000,2000.0
Entre Ríos,Tala,2000,1500.0
Entre Ríos,Uruguay,2000,1400.0
Entre Ríos,Victoria,2000,2105.0
Entre Ríos,Villaguay,2000,1506.0
La Pampa,Atreucó,2000,2257.0
La Pampa,Caleu Caleu,2000,929.0
La Pampa,Capital,2000,2264.0
La Pampa,Catriló,2000,2326.0
La Pampa,Chapaleufú,2000,2500.0
La Pampa,Conhelo,2000,2000.0
La Pampa,Guatraché,2000,2126.0
La Pampa,Hucal,2000,1804.0
La Pampa,Loventué,2000,2000.0
La Pampa,Maracó,2000,2500.0
La Pampa,Quemú Quemú,2000,2500.0
La Pampa,Rancul,2000,2300.0
La Pampa,Realicó,2000,2290.0
La Pampa,Toay,2000,1988.0
La Pampa,Trenel,2000,2300.0
La Pampa,Utracán,2000,1907.0
Santa Fe,9 de Julio,2000,1650.0
Santa Fe,Belgrano,2000,2205.0
Santa Fe,Caseros,2000,2000.0
Santa Fe,Castellanos,2000,2300.0
Santa Fe,Garay,2000,2200.0
Santa Fe,General López,2000,2503.0
Santa Fe,General Obligado,2000,1750.0
Santa Fe,Iriondo,2000,2000.0
Santa Fe,La Capital,2000,2100.0
Santa Fe,Las Colonias,2000,2200.0
Santa Fe,Rosario,2000,2000.0
Santa Fe,San Cristóbal,2000,2300.0
Santa Fe,San Javier,2000,1406.0
Santa Fe,San Jerónimo,2000,2202.0
Santa Fe,San Justo,2000,1900.0
Santa Fe,San Lorenzo,2000,2060.0
Santa Fe,San Martín,2000,2400.0
Santa Fe,Vera,2000,1900.0
Santa Fe,Villa Constitución,2000,2207.0
Buenos Aires,25 de Mayo,2001,1706.0
Buenos Aires,9 de Julio,2001,2211.0
Buenos Aires,Adolfo Alsina,2001,2199.0
Buenos Aires,Adolfo Gonzales Chaves,2001,3052.0
Buenos Aires,Alberti,2001,1806.0
Buenos Aires,Arrecifes,2001,1913.0
Buenos Aires,Ayacucho,2001,2652.0
Buenos Aires,Azul,2001,3037.0
Buenos Aires,Bahía Blanca,2001,1846.0
Buenos Aires,Balcarce,2001,3027.0
Buenos Aires,Baradero,2001,1517.0
Buenos Aires,Benito Juárez,2001,2869.0
Buenos Aires,Bolívar,2001,2500.0
Buenos Aires,Bragado,2001,2000.0
Buenos Aires,Campana,2001,1167.0
Buenos Aires,Cañuelas,2001,1805.0
Buenos Aires,Capitán Sarmiento,2001,1935.0
Buenos Aires,Carlos Casares,2001,2604.0
Buenos Aires,Carlos Tejedor,2001,2514.0
Buenos Aires,Carmen de Areco,2001,2000.0
Buenos Aires,Castelli,2001,2653.0
Buenos Aires,Chacabuco,2001,1800.0
Buenos Aires,Chascomús,2001,1724.0
Buenos Aires,Chivilcoy,2001,1807.0
Buenos Aires,Colón,2001,2438.0
Buenos Aires,Coronel de Marina Leonardo Rosales,2001,1812.0
Buenos Aires,Coronel Dorrego,2001,2220.0
Buenos Aires,Coronel Pringles,2001,2430.0
Buenos Aires,Coronel Suárez,2001,2616.0
Buenos Aires,Daireaux,2001,2700.0
Buenos Aires,Dolores,2001,2609.0
Buenos Aires,Exaltación de la Cruz,2001,1222.0
Buenos Aires,Florentino Ameghino,2001,2304.0
Buenos Aires,General Alvarado,2001,2968.0
Buenos Aires,General Alvear,2001,2625.0
Buenos Aires,General Arenales,2001,1814.0
Buenos Aires,General Belgrano,2001,1813.0
Buenos Aires,General Guido,2001,2653.0
Buenos Aires,General Juan Madariaga,2001,2715.0
Buenos Aires,General La Madrid,2001,2616.0
Buenos Aires,General Las Heras,2001,1800.0
Buenos Aires,General Lavalle,2001,2653.0
Buenos Aires,General Pinto,2001,2407.0
Buenos Aires,General Pueyrredón,2001,2909.0
Buenos Aires,General Rodríguez,2001,1800.0
Buenos Aires,General Viamonte,2001,2222.0
Buenos Aires,General Villegas,2001,2202.0
Buenos Aires,Guaminí,2001,2026.0
Buenos Aires,Hipólito Yrigoyen,2001,2417.0
Buenos Aires,Junín,2001,1806.0
Buenos Aires,Laprida,2001,2830.0
Buenos Aires,Las Flores,2001,1752.0
Buenos Aires,Leandro N. Alem,2001,2302.0
Buenos Aires,Lincoln,2001,2600.0
Buenos Aires,Lobería,2001,2823.0
Buenos Aires,Lobos,2001,1916.0
Buenos Aires,Luján,2001,1813.0
Buenos Aires,Maipú,2001,2711.0
Buenos Aires,Mar Chiquita,2001,2712.0
Buenos Aires,Marcos Paz,2001,1800.0
Buenos Aires,Mercedes,2001,1200.0
Buenos Aires,Monte,2001,1828.0
Buenos Aires,Navarro,2001,1799.0
Buenos Aires,Necochea,2001,3471.0
Buenos Aires,Olavarría,2001,3013.0
Buenos Aires,Patagones,2001,1860.0
Buenos Aires,Pehuajó,2001,2500.0
Buenos Aires,Pellegrini,2001,1905.0
Buenos Aires,Pergamino,2001,2286.0
Buenos Aires,Pilar,2001,1800.0
Buenos Aires,Puán,2001,2312.0
Buenos Aires,Ramallo,2001,2000.0
Buenos Aires,Rauch,2001,2704.0
Buenos Aires,Rivadavia,2001,2600.0
Buenos Aires,Rojas,2001,2206.0
Buenos Aires,Roque Pérez,2001,1813.0
Buenos Aires,Saavedra,2001,2418.0
Buenos Aires,Saladillo,2001,1698.0
Buenos Aires,Salliqueló,2001,1667.0
Buenos Aires,Salto,2001,2423.0
Buenos Aires,San Andrés de Giles,2001,1500.0
Buenos Aires,San Antonio de Areco,2001,1800.0
Buenos Aires,San Cayetano,2001,2719.0
Buenos Aires,San Nicolás,2001,1813.0
Buenos Aires,San Pedro,2001,2071.0
Buenos Aires,Suipacha,2001,1208.0
Buenos Aires,Tandil,2001,2966.0
Buenos Aires,Tapalqué,2001,3000.0
Buenos Aires,Tornquist,2001,2305.0
Buenos Aires,Trenque Lauquen,2001,2607.0
Buenos Aires,Tres Arroyos,2001,3376.0
Buenos Aires,Tres Lomas,2001,1778.0
Buenos Aires,Villarino,2001,1957.0
Buenos Aires,Zárate,2001,1200.0
Córdoba,Calamuchita,2001,2000.0
Córdoba,Capital,2001,1800.0
Córdoba,Colón,2001,2810.0
Córdoba,General Roca,2001,2300.0
Córdoba,General San Martín,2001,2000.0
Córdoba,Juárez Celman,2001,1800.0
Córdoba,Marcos Juárez,2001,2280.0
Córdoba,Presidente Roque Sáenz Peña,2001,2535.0
Córdoba,Río Cuarto,2001,1800.0
Córdoba,Río Primero,2001,2602.0
Córdoba,Río Seco,2001,2700.0
Córdoba,Río Segundo,2001,2151.0
Córdoba,San Alberto,2001,2000.0
Córdoba,San Javier,2001,2000.0
Córdoba,San Justo,2001,2400.0
Córdoba,Santa María,2001,1705.0
Córdoba,Tercero Arriba,2001,1907.0
Córdoba,Totoral,2001,2800.0
Córdoba,Tulumba,2001,2702.0
Córdoba,Unión,2001,2422.0
Entre Ríos,Colón,2001,907.0
Entre Ríos,Concordia,2001,1705.0
Entre Ríos,Diamante,2001,1409.0
Entre Ríos,Federación,2001,1600.0
Entre Ríos,Federal,2001,1622.0
Entre Ríos,Feliciano,2001,1632.0
Entre Ríos,Gualeguay,2001,1300.0
Entre Ríos,Gualeguaychú,2001,1205.0
Entre Ríos,La Paz,2001,1622.0
Entre Ríos,Nogoyá,2001,1200.0
Entre Ríos,Paraná,2001,1410.0
Entre Ríos,Tala,2001,1111.0
Entre Ríos,Uruguay,2001,1216.0
Entre Ríos,Victoria,2001,1303.0
Entre Ríos,Villaguay,2001,1010.0
La Pampa,Atreucó,2001,1950.0
La Pampa,Caleu Caleu,2001,1600.0
La Pampa,Capital,2001,2000.0
La Pampa,Catriló,2001,2100.0
La Pampa,Chapaleufú,2001,1953.0
La Pampa,Conhelo,2001,1916.0
La Pampa,Guatraché,2001,1980.0
La Pampa,Hucal,2001,1850.0
La Pampa,Maracó,2001,1899.0
La Pampa,Quemú Quemú,2001,1900.0
La Pampa,Rancul,2001,1847.0
La Pampa,Realicó,2001,1807.0
La Pampa,Toay,2001,1950.0
La Pampa,Trenel,2001,1855.0
La Pampa,Utracán,2001,1800.0
Santa Fe,9 de Julio,2001,1400.0
Santa Fe,Belgrano,2001,1800.0
Santa Fe,Caseros,2001,1750.0
Santa Fe,Castellanos,2001,1963.0
Santa Fe,Garay,2001,1600.0
Santa Fe,General López,2001,2492.0
Santa Fe,General Obligado,2001,1500.0
Santa Fe,Iriondo,2001,1900.0
Santa Fe,La Capital,2001,1610.0
Santa Fe,Las Colonias,2001,1869.0
Santa Fe,Rosario,2001,1750.0
Santa Fe,San Cristóbal,2001,2357.0
Santa Fe,San Javier,2001,1200.0
Santa Fe,San Jerónimo,2001,1800.0
Santa Fe,San Justo,2001,1757.0
Santa Fe,San Lorenzo,2001,1800.0
Santa Fe,San Martín,2001,1800.0
Santa Fe,Vera,2001,1600.0
Santa Fe,Villa Constitución,2001,1750.0
Buenos Aires,25 de Mayo,2002,2000.0
Buenos Aires,9 de Julio,2002,2000.0
Buenos Aires,Adolfo Alsina,2002,2200.0
Buenos Aires,Adolfo Gonzales Chaves,2002,2495.0
Buenos Aires,Alberti,2002,2200.0
Buenos Aires,Arrecifes,2002,1900.0
Buenos Aires,Ayacucho,2002,1900.0
Buenos Aires,Azul,2002,2300.0
Buenos Aires,Bahía Blanca,2002,1700.0
Buenos Aires,Balcarce,2002,2291.0
Buenos Aires,Baradero,2002,1500.0
Buenos Aires,Benito Juárez,2002,2150.0
Buenos Aires,Bolívar,2002,1700.0
Buenos Aires,Bragado,2002,2400.0
Buenos Aires,Campana,2002,1500.0
Buenos Aires,Cañuelas,2002,1899.0
Buenos Aires,Capitán Sarmiento,2002,1800.0
Buenos Aires,Carlos Casares,2002,2300.0
Buenos Aires,Carlos Tejedor,2002,2400.0
Buenos Aires,Carmen de Areco,2002,2000.0
Buenos Aires,Castelli,2002,1805.0
Buenos Aires,Chacabuco,2002,2100.0
Buenos Aires,Chascomús,2002,2000.0
Buenos Aires,Chivilcoy,2002,2000.0
Buenos Aires,Colón,2002,2400.0
Buenos Aires,Coronel de Marina Leonardo Rosales,2002,1721.0
Buenos Aires,Coronel Dorrego,2002,1986.0
Buenos Aires,Coronel Pringles,2002,1818.0
Buenos Aires,Coronel Suárez,2002,2353.0
Buenos Aires,Daireaux,2002,2200.0
Buenos Aires,Dolores,2002,1796.0
Buenos Aires,Exaltación de la Cruz,2002,1600.0
Buenos Aires,Florentino Ameghino,2002,2500.0
Buenos Aires,General Alvarado,2002,2250.0
Buenos Aires,General Alvear,2002,1700.0
Buenos Aires,General Arenales,2002,1600.0
Buenos Aires,General Belgrano,2002,1899.0
Buenos Aires,General Guido,2002,1806.0
Buenos Aires,General Juan Madariaga,2002,2000.0
Buenos Aires,General La Madrid,2002,2209.0
Buenos Aires,General Las Heras,2002,2000.0
Buenos Aires,General Lavalle,2002,1806.0
Buenos Aires,General Pinto,2002,2500.0
Buenos Aires,General Pueyrredón,2002,2250.0
Buenos Aires,General Rodríguez,2002,2000.0
Buenos Aires,General Viamonte,2002,2400.0
