PROVINCIA,DEPARTAMENTO,AÑO,RENDIMIENTO - KG X HA,STATION_ID,lluvia_emergencia,lluvia_encanazon,lluvia_espigazon,lluvia_floracion,lluvia_llenado_de_grano,lluvia_macollaje,lluvia_siembra,tmax_emergencia,tmax_encanazon,tmax_espigazon,tmax_floracion,tmax_llenado_de_grano,tmax_macollaje,tmax_siembra,tmin_emergencia,tmin_encanazon,tmin_espigazon,tmin_floracion,tmin_llenado_de_grano,tmin_macollaje,tmin_siembra,Rinde_Tendencia,Rinde_Detrended,suelo_ind_prod,suelo_profundidad,suelo_textura,suelo_drenaje,suelo_textura_encoded,suelo_drenaje_encoded
Entre Ríos,Concordia,1995,1600.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,1717.1032258064515,-117.10322580645152,,,,,,
Entre Ríos,Diamante,1995,1702.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,2104.5878787878755,-402.5878787878755,,,,,,
Entre Ríos,Federal,1995,1667.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,1730.4177419354671,-63.41774193546735,,,,,,
Entre Ríos,Gualeguay,1995,1805.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,2329.2909090908943,-524.2909090908943,,,,,,
Entre Ríos,Gualeguaychú,1995,1600.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,1831.430303030298,-231.4303030302981,,,,,,
Entre Ríos,La Paz,1995,1500.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,1673.4484848484865,-173.44848484848626,,,,,,
Entre Ríos,Nogoyá,1995,1703.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,1965.6424242424252,-262.6424242424255,,,,,,
Entre Ríos,Paraná,1995,1600.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,2047.563636363644,-447.563636363644,,,,,,
Entre Ríos,Tala,1995,1292.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,1766.1575757575629,-474.1575757575629,,,,,,
Entre Ríos,Uruguay,1995,1800.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,1778.8666666666977,21.13333333330229,,,,,,
Entre Ríos,Victoria,1995,2251.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,2484.490909090906,-233.49090909090592,,,,,,
Entre Ríos,Villaguay,1995,1818.0,AR000000004,46.0,104.0,82.0,67.0,11.0,17.0,13.0,,,,,,,,,,,,,,,1664.8060606060608,153.19393939393922,,,,,,
La Pampa,Atreucó,1995,1248.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1600.7067448680318,-352.7067448680318,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Capital,1995,1302.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1637.5285007331331,-335.5285007331331,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Catriló,1995,1551.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1682.6875,-131.6875,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Chapaleufú,1995,1560.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,2016.392595307916,-456.39259530791605,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Conhelo,1995,1550.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1769.0956744868015,-219.09567448680173,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Guatraché,1995,1018.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1533.1867668621708,-515.1867668621708,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Hucal,1995,798.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1211.546187683285,-413.5461876832851,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Loventué,1995,1000.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1420.2239067055416,-420.2239067055416,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Maracó,1995,1299.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1800.0185117302026,-501.0185117302026,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Quemú Quemú,1995,1301.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1732.1162023460492,-431.1162023460493,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Rancul,1995,1401.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1712.17357038123,-311.1735703812301,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Realicó,1995,1461.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1804.2670454545516,-343.2670454545514,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Toay,1995,600.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1426.1400293255138,-826.1400293255138,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Trenel,1995,1402.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1760.0480205278582,-358.04802052785817,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
La Pampa,Utracán,1995,842.0,AR000087623,7.9,240.8,0.0,4.1,5.4,12.2,3.3,15.96470588235294,21.565,26.73636363636364,28.65,27.9,21.613333333333333,16.27,0.9098039215686274,8.64,9.863636363636363,14.330000000000002,12.835,5.756666666666666,1.59,1292.1790689149566,-450.1790689149566,15.196153846153846,74.96153846153847,No determinada,-,2.0,0.0
Santa Fe,9 de Julio,1995,615.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2246.1803796623426,-1631.1803796623426,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,Belgrano,1995,1600.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2250.617485337236,-650.6174853372358,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,Caseros,1995,2000.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2320.1446114369464,-320.14461143694643,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,Castellanos,1995,1100.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2033.285740469204,-933.285740469204,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,General López,1995,2553.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2640.405425219942,-87.40542521994212,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,General Obligado,1995,908.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,1679.8240469208213,-771.8240469208213,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,Iriondo,1995,1751.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2343.9734237536613,-592.9734237536613,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,La Capital,1995,1296.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2047.2021627565991,-751.2021627565991,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,Las Colonias,1995,1400.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2138.2771260997038,-738.2771260997033,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,Rosario,1995,1902.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2326.178152492663,-424.1781524926628,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,San Cristóbal,1995,1000.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,1978.847690615836,-978.8476906158356,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,San Javier,1995,706.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,1644.6937895891897,-938.6937895891896,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,San Jerónimo,1995,1750.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2237.4737903225905,-487.4737903225905,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,San Justo,1995,1098.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,1795.9281524926628,-697.9281524926628,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,San Lorenzo,1995,2000.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2393.038673020521,-393.03867302052095,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,San Martín,1995,1450.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2196.032074780058,-746.0320747800579,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,Vera,1995,844.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,1757.3090175953112,-913.3090175953112,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Santa Fe,Villa Constitución,1995,2000.0,AR000087257,0.8,4.0,13.5,130.0,41.1,6.1,177.0,22.37345435378176,28.47057882078935,29.99265151515151,30.228448275862068,31.697135191806243,25.2,20.00364848114848,4.751162790697674,10.0,10.2875,19.885714285714283,15.436363636363636,8.945454545454545,1.96875,2364.7659457478003,-364.7659457478003,35.36557059961315,126.9284332688588,Franco limosa,Imperfecto,1.0,2.0
Buenos Aires,25 de Mayo,1996,4000.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2931.9215542522,1068.0784457478003,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,9 de Julio,1996,3700.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2294.2901726250275,1405.7098273749723,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Adolfo Alsina,1996,1751.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,1812.8026026392909,-61.80260263929085,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Adolfo Gonzales Chaves,1996,2342.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2519.295454545456,-177.29545454545587,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Alberti,1996,3799.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,3088.696847507337,710.3031524926628,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Arrecifes,1996,3000.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2590.8986436949926,409.10135630500736,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Ayacucho,1996,2796.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2437.3227639296383,358.6772360703617,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Azul,1996,3100.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2902.972324046917,197.0276759530825,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Bahía Blanca,1996,1201.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,1372.4420821114363,-171.44208211143632,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Balcarce,1996,3198.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2948.912939882692,249.08706011730828,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Baradero,1996,2000.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2436.69226539589,-436.69226539589,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Benito Juárez,1996,2600.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2682.9860703812446,-82.98607038124464,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Bolívar,1996,2751.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2621.0053152492765,129.99468475072354,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Bragado,1996,3699.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,3085.4248533724312,613.5751466275688,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Campana,1996,2857.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2294.743768328452,562.2562316715484,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Cañuelas,1996,3300.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2622.9127565982344,677.0872434017656,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Capitán Sarmiento,1996,3300.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2512.5793621700723,787.4206378299277,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Carlos Casares,1996,3301.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2813.1195014662662,487.88049853373377,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Carlos Tejedor,1996,2000.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2314.74046920822,-314.74046920822,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Carmen de Areco,1996,3500.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2802.4087243401736,697.5912756598264,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Castelli,1996,2500.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2289.254762673547,210.7452373264532,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Chacabuco,1996,3000.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2803.4943181818235,196.50568181817653,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Chascomús,1996,3202.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2684.517228739001,517.4827712609986,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Chivilcoy,1996,3800.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,3058.769428152504,741.2305718474963,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Colón,1996,3400.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2084.994784766808,1315.0052152331918,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Coronel de Marina Leonardo Rosales,1996,1700.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,1398.445197947207,301.5548020527931,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Coronel Dorrego,1996,2144.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2018.617302052793,125.3826979472069,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Coronel Pringles,1996,2248.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,1964.1083211143705,283.8916788856295,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Coronel Suárez,1996,2450.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2318.7256231671563,131.2743768328437,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Daireaux,1996,2751.0,AR000087692,169.89999999999998,112.8,7.1,25.9,63.8,40.9,50.3,15.007843137254902,19.625,17.80909090909091,18.34,24.285,17.033333333333335,10.86,3.7450980392156863,9.395,6.863636363636363,9.69,11.41,4.573333333333333,1.815,2633.894061583589,117.10593841641094,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
