PROVINCIA,DEPARTAMENTO,AÑO,RENDIMIENTO - KG X HA,STATION_ID,lluvia_emergencia,lluvia_encanazon,lluvia_espigazon,lluvia_floracion,lluvia_llenado_de_grano,lluvia_macollaje,lluvia_siembra,tmax_emergencia,tmax_encanazon,tmax_espigazon,tmax_floracion,tmax_llenado_de_grano,tmax_macollaje,tmax_siembra,tmin_emergencia,tmin_encanazon,tmin_espigazon,tmin_floracion,tmin_llenado_de_grano,tmin_macollaje,tmin_siembra,Rinde_Tendencia,Rinde_Detrended,suelo_ind_prod,suelo_profundidad,suelo_textura,suelo_drenaje,suelo_textura_encoded,suelo_drenaje_encoded
Buenos Aires,Baradero,1990,1800.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1961.4715909090885,-161.47159090908826,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Benito Juárez,1990,1902.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2264.102272727265,-362.1022727272648,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Bolívar,1990,2300.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2319.153409090912,-19.153409090911737,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Bragado,1990,2900.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2738.8181818181765,161.18181818182347,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Campana,1990,1857.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1757.8977272727352,99.1022727272648,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Cañuelas,1990,1902.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2245.9431818181765,-343.9431818181765,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Capitán Sarmiento,1990,2204.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2004.3465909090885,199.6534090909117,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Carlos Casares,1990,2400.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2476.681818181809,-76.68181818180892,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Carlos Tejedor,1990,2200.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1895.3068181818237,304.6931818181765,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Carmen de Areco,1990,2308.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2363.0681818181765,-55.06818181817653,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Castelli,1990,1611.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1745.4027651392971,-134.40276513929712,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Chacabuco,1990,2614.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2292.6420454545296,321.3579545454704,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Chascomús,1990,2000.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2329.3636363636324,-329.3636363636324,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Chivilcoy,1990,2900.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2723.215909090912,176.78409090908826,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Colón,1990,2399.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1680.3456559287442,718.6543440712558,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Coronel de Marina Leonardo Rosales,1990,1300.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1167.232954545456,132.76704545454413,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Coronel Dorrego,1990,1600.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1724.454545454544,-124.45454545454412,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Coronel Pringles,1990,1501.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1632.3806818181763,-131.38068181817653,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Coronel Suárez,1990,2374.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2186.335227272728,187.66477272727207,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Daireaux,1990,2300.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2355.261363636368,-55.261363636367605,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Exaltación de la Cruz,1990,2000.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2023.6875,-23.6875,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,General Alvarado,1990,1907.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2366.602272727265,-459.6022727272648,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,General Alvear,1990,1906.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2165.9318181818235,-259.9318181818235,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,General Arenales,1990,2400.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2262.215909090912,137.78409090908826,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,General Belgrano,1990,2000.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2474.528409090912,-474.5284090909117,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,General Juan Madariaga,1990,2000.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1754.460227272706,245.5397727272939,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,General La Madrid,1990,2200.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2017.48863636364,182.51136363636036,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,General Pinto,1990,2350.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2354.625,-4.625,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,General Pueyrredón,1990,2295.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2366.488636363647,-71.48863636364695,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,General Viamonte,1990,2250.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2540.0511363636324,-290.0511363636324,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,General Villegas,1990,2200.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2157.715909090897,42.284090909102815,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Guaminí,1990,2200.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1863.2784090908967,336.7215909091028,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Hipólito Yrigoyen,1990,2300.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2411.0568181818235,-111.05681818182347,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Junín,1990,2501.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2276.7329545454413,224.26704545455868,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Laprida,1990,1250.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1921.8181818181763,-671.8181818181765,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Las Flores,1990,1906.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2323.562499999985,-417.5624999999855,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Leandro N. Alem,1990,2450.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2531.698863636353,-81.69886363635305,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Lincoln,1990,2400.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2490.261363636368,-90.2613636363676,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Lobería,1990,2300.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2345.1193181818235,-45.11931818182347,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Lobos,1990,2196.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2561.954545454544,-365.9545454545441,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Luján,1990,2200.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2212.9318181818235,-12.931818181823472,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Maipú,1990,1615.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1587.977272727294,27.022727272706103,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Mar Chiquita,1990,1907.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1756.5113636363822,150.48863636361784,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Mercedes,1990,2900.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2343.9261363636324,556.0738636363676,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Monte,1990,1896.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2369.2556818181765,-473.2556818181765,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Navarro,1990,2204.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2606.0056818181765,-402.0056818181765,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Necochea,1990,2650.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2949.1136363636324,-299.1136363636324,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Olavarría,1990,2300.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2462.1931818181765,-162.19318181817653,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Patagones,1990,1155.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1284.0340909090885,-129.03409090908826,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Pehuajó,1990,2311.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2211.153409090912,99.84659090908826,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Pellegrini,1990,2000.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1728.3125,271.6875,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Pergamino,1990,2350.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2186.8181818182056,163.18181818179437,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Pila,1990,1556.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1473.475805529073,82.52419447092689,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Puán,1990,1400.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1428.545454545456,-28.54545454545587,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Ramallo,1990,2256.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,1862.25,393.75,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
Buenos Aires,Rauch,1990,1907.0,AR000087692,145.4,34.09,11.33,16.63,58.41,29.93,1.56,35.652941176470584,44.7875,45.2,46.70555555555556,50.2225,36.60333333333333,34.9925,20.639215686274508,28.2075,30.60454545454545,25.76111111111111,32.555,23.296666666666667,22.37,2089.6306818181765,-182.63068181817653,34.550898203592816,77.87949101796407,Franco limosa,Bien drenado,1.0,1.0
