provincia,new_ncart,simbc,tipo_uc,limit_ppal,limit_secu,limit_terc,ind_prod,porc_sue1,posi_sue1,orden_sue1,ggrup_sue1,sgrup_sue1,text_sups1,text_bs1,drenaje_s1,profund_s1,alcalin_s1,porc_pens1,erhidr_s1,ereoli_s1,rocos_s1,anegab_s1,porc_sue2,posi_sue2,orden_sue2,ggrup_sue2,sgrup_sue2,porc_sue3,posi_sue3,orden_sue3,ggrup_sue3,sgrup_sue3,ogc_fid
CATAMARCA,2011.0,EMad-1,Complejo,Climatica,Pendientes,-,3.0,70.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,10.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,10.0,Ladera media,Inceptisoles,Vitrandeptes,Vitrandeptes litico,1.0
CATAMARCA,16003.0,ENli-6,Complejo,Climatica,Pendientes,-,6.0,60.0,Ladera empinada,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Lomadas graniticas,Entisoles,Torriortentes,Torriortentes litico,10.0,Lomadas graniticas,Entisoles,Torriortentes,Torriortentes tipico,2.0
CATAMARCA,2023.0,ET:EI-2,Complejo,Climatica,Pedregosidad,-,18.0,60.0,Sector medio e inferior de conos,Entisoles,Torripsamentes,Torripsamentes tapto torrifluvente,Arenosa,Arenoso gruesa,Excesivo,120.0,No sodico,2.0,-,Severa,-,-,40.0,Sector medio e inferior de conos,Entisoles,Torripsamentes,Torripsamentes tapto torriortente,0.0,,,,,287.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,3.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,4.0
CATAMARCA,50004.0,S,Salinas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Salinas,Salinas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,5.0
CATAMARCA,16035.0,ENtc-22,Complejo,Pedregosidad,Pendientes,-,25.0,60.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,Areno-gravillosa,Areno-gravosa,Excesivo,100.0,No sodico,2.0,Ligera,-,Interfiere labra,-,40.0,Pendiente baja,Aridisoles,Cambortides,Cambortides tipico,0.0,,,,,6.0
CATAMARCA,2012.0,ENli-6,Complejo,Climatica,Pendientes,-,6.0,60.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Ladera empinada,Entisoles,Torriortentes,Torriortentes litico,10.0,Ladera empinada,Entisoles,Torriortentes,Torriortentes tipico,7.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,8.0
CATAMARCA,2012.0,ENli-6,Complejo,Climatica,Pendientes,-,6.0,60.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Ladera empinada,Entisoles,Torriortentes,Torriortentes litico,10.0,Ladera empinada,Entisoles,Torriortentes,Torriortentes tipico,9.0
CATAMARCA,2012.0,ENli-6,Complejo,Climatica,Pendientes,-,6.0,60.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Ladera empinada,Entisoles,Torriortentes,Torriortentes litico,10.0,Ladera empinada,Entisoles,Torriortentes,Torriortentes tipico,10.0
CATAMARCA,2011.0,EMad-1,Complejo,Climatica,Pendientes,-,3.0,70.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,10.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,10.0,Ladera media,Inceptisoles,Vitrandeptes,Vitrandeptes litico,15.0
CATAMARCA,50017.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,130.0
CATAMARCA,50004.0,S,Salinas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Salinas,Salinas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,11.0
CATAMARCA,16003.0,ENli-6,Complejo,Climatica,Pendientes,-,6.0,60.0,Ladera empinada,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Lomadas graniticas,Entisoles,Torriortentes,Torriortentes litico,10.0,Lomadas graniticas,Entisoles,Torriortentes,Torriortentes tipico,12.0
CATAMARCA,16001.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Franco arcillosa,Imperfecto,100.0,No sodico,3.0,Moderada,-,Interfiere labra,-,30.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,13.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,14.0
NEUQUEN,50025.0,R3,Roca,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Afloramiento rocoso,Roca,Rocas,Rocas,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,689.0
CATAMARCA,16003.0,ENli-6,Complejo,Climatica,Pendientes,-,6.0,60.0,Ladera empinada,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Lomadas graniticas,Entisoles,Torriortentes,Torriortentes litico,10.0,Lomadas graniticas,Entisoles,Torriortentes,Torriortentes tipico,16.0
CATAMARCA,2011.0,EMad-1,Complejo,Climatica,Pendientes,-,3.0,70.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,10.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,10.0,Ladera media,Inceptisoles,Vitrandeptes,Vitrandeptes litico,17.0
CATAMARCA,2012.0,ENli-6,Complejo,Climatica,Pendientes,-,6.0,60.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Ladera empinada,Entisoles,Torriortentes,Torriortentes litico,10.0,Ladera empinada,Entisoles,Torriortentes,Torriortentes tipico,18.0
CATAMARCA,2005.0,DGtc-7,Asociacion,Climatica,Erosion hidrica actu,Pedregosidad,29.0,50.0,Llanura,Aridisoles,Cambortides,Cambortides tipico,Areno franca,Franco arenosa,Bien drenado,80.0,Debil,3.0,Moderada,-,Interfiere labra,-,25.0,V?a de escurrimiento,Entisoles,Torrifluventes,Torrifluventes tapto cambico,25.0,V?a de escurrimiento,Entisoles,Torriortentes,Torriortentes tapto cambico,20.0
CATAMARCA,16044.0,ICtc-2,Complejo,Alcalin menos 50cm,Salin en 1ros 50cm,Drenaje deficiente,7.0,50.0,Bajo,Inceptisoles,Halacueptes,Halacueptes tipico,Franco arenosa,Areno-franca,Imperfecto,70.0,Debil,1.0,-,-,-,-,30.0,Llanura extendida,Inceptisoles,Fragiacueptes,Fragiacueptes aerico,10.0,Bajo,Histosoles,Midifibristes,Medifibristes hidrico,21.0
SALTA,16010.0,AEtc-34,Complejo,Drenaje deficiente,Alcalin menos 50cm,Salin en 1ros 50cm,15.0,60.0,Llanura extendida,Alfisoles,Natracualfes,Natracualfes tipico,Franco arenosa,Arcillo limosa,Pobre,70.0,Poca,1.0,-,-,-,-,30.0,Llanura extendida,Entisoles,Ustifluventes,Ustifluventes tipico,10.0,Llanura extendida,Entisoles,Ustifluventes,Ustifluventes acuico,1962.0
CATAMARCA,16001.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Franco arcillosa,Imperfecto,100.0,No sodico,3.0,Moderada,-,Interfiere labra,-,30.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,19.0
CATAMARCA,50004.0,S,Salinas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Salinas,Salinas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,22.0
CATAMARCA,16003.0,ENli-6,Complejo,Climatica,Pendientes,-,6.0,60.0,Ladera empinada,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Lomadas graniticas,Entisoles,Torriortentes,Torriortentes litico,10.0,Lomadas graniticas,Entisoles,Torriortentes,Torriortentes tipico,23.0
CATAMARCA,16044.0,ICtc-2,Complejo,Alcalin menos 50cm,Salin en 1ros 50cm,Drenaje deficiente,7.0,50.0,Bajo,Inceptisoles,Halacueptes,Halacueptes tipico,Franco arenosa,Areno-franca,Imperfecto,70.0,Debil,1.0,-,-,-,-,30.0,Llanura extendida,Inceptisoles,Fragiacueptes,Fragiacueptes aerico,10.0,Bajo,Histosoles,Midifibristes,Medifibristes hidrico,24.0
CATAMARCA,50004.0,S,Salinas,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Salinas,Salinas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,25.0
CATAMARCA,2011.0,EMad-1,Complejo,Climatica,Pendientes,-,3.0,70.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,10.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,10.0,Ladera media,Inceptisoles,Vitrandeptes,Vitrandeptes litico,36.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,26.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,33.0
CATAMARCA,2011.0,EMad-1,Complejo,Climatica,Pendientes,-,3.0,70.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,10.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,10.0,Ladera media,Inceptisoles,Vitrandeptes,Vitrandeptes litico,34.0
CATAMARCA,16003.0,ENli-6,Complejo,Climatica,Pendientes,-,6.0,60.0,Ladera empinada,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Lomadas graniticas,Entisoles,Torriortentes,Torriortentes litico,10.0,Lomadas graniticas,Entisoles,Torriortentes,Torriortentes tipico,142.0
CATAMARCA,16001.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Franco arcillosa,Imperfecto,100.0,No sodico,3.0,Moderada,-,Interfiere labra,-,30.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,27.0
CATAMARCA,16001.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Franco arcillosa,Imperfecto,100.0,No sodico,3.0,Moderada,-,Interfiere labra,-,30.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,28.0
CATAMARCA,16001.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Franco arcillosa,Imperfecto,100.0,No sodico,3.0,Moderada,-,Interfiere labra,-,30.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,29.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,30.0
CATAMARCA,2011.0,EMad-1,Complejo,Climatica,Pendientes,-,3.0,70.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,10.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,10.0,Ladera media,Inceptisoles,Vitrandeptes,Vitrandeptes litico,31.0
CATAMARCA,16001.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Franco arcillosa,Imperfecto,100.0,No sodico,3.0,Moderada,-,Interfiere labra,-,30.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,32.0
CATAMARCA,50017.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,143.0
CATAMARCA,2005.0,DGtc-7,Asociacion,Climatica,Erosion hidrica actu,Pedregosidad,29.0,50.0,Llanura,Aridisoles,Cambortides,Cambortides tipico,Areno franca,Franco arenosa,Bien drenado,80.0,Debil,3.0,Moderada,-,Interfiere labra,-,25.0,V?a de escurrimiento,Entisoles,Torrifluventes,Torrifluventes tapto cambico,25.0,V?a de escurrimiento,Entisoles,Torriortentes,Torriortentes tapto cambico,35.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,37.0
CATAMARCA,2011.0,EMad-1,Complejo,Climatica,Pendientes,-,3.0,70.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,10.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,10.0,Ladera media,Inceptisoles,Vitrandeptes,Vitrandeptes litico,38.0
CATAMARCA,16001.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Franco arcillosa,Imperfecto,100.0,No sodico,3.0,Moderada,-,Interfiere labra,-,30.0,Sector apical y medio de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,39.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,40.0
CATAMARCA,50017.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,151.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,41.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,42.0
CATAMARCA,2011.0,EMad-1,Complejo,Climatica,Pendientes,-,3.0,70.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,10.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,10.0,Ladera media,Inceptisoles,Vitrandeptes,Vitrandeptes litico,43.0
CATAMARCA,2011.0,EMad-1,Complejo,Climatica,Pendientes,-,3.0,70.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,10.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,10.0,Ladera media,Inceptisoles,Vitrandeptes,Vitrandeptes litico,44.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,45.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,46.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,51.0
CATAMARCA,50017.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,197.0
CATAMARCA,2011.0,EMad-1,Complejo,Climatica,Pendientes,-,3.0,70.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,10.0,Ladera escarpada,Entisoles,Torriortentes,Torriortentes tipico,10.0,Ladera media,Inceptisoles,Vitrandeptes,Vitrandeptes litico,47.0
CATAMARCA,50017.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,54.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,62.0
CATAMARCA,2005.0,DGtc-7,Asociacion,Climatica,Erosion hidrica actu,Pedregosidad,29.0,50.0,Llanura,Aridisoles,Cambortides,Cambortides tipico,Areno franca,Franco arenosa,Bien drenado,80.0,Debil,3.0,Moderada,-,Interfiere labra,-,25.0,V?a de escurrimiento,Entisoles,Torrifluventes,Torrifluventes tapto cambico,25.0,V?a de escurrimiento,Entisoles,Torriortentes,Torriortentes tapto cambico,55.0
CATAMARCA,2012.0,ENli-6,Complejo,Climatica,Pendientes,-,6.0,60.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,20.0,Ladera empinada,Entisoles,Torriortentes,Torriortentes litico,10.0,Ladera empinada,Entisoles,Torriortentes,Torriortentes tipico,56.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,57.0
CATAMARCA,50017.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,198.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,48.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,49.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,50.0
CATAMARCA,16018.0,DGtc-7,Asociacion,Climatica,Erosion hidrica actu,Pedregosidad,29.0,50.0,Llanura extendida,Aridisoles,Cambortides,Cambortides tipico,Areno franca,Franco arenosa,Bien drenado,80.0,No sodico,3.0,-,-,Interfiere labra,-,25.0,Llanura extendida,Entisoles,Torrifluventes,Torrifluventes tapto argico,25.0,Llanura extendida,Entisoles,Torriortentes,Torriortentes tapto argico,52.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,53.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,58.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,59.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,60.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,61.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,63.0
CATAMARCA,2003.0,DEtc-1,Asociacion,Climatica,Erosion hidrica actu,-,28.0,70.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides tipico,Franco arenosa,Arcillosa,Imperfecto,100.0,Debil,3.0,Moderada,-,Interfiere labra,-,30.0,Sector medio y superior de cono,Aridisoles,Paleoargides,Paleoargides petrocalcico,0.0,,,,,72.0
SALTA,5029.0,AEtc-34,Complejo,Drenaje deficiente,Alcalin menos 50cm,Salin en 1ros 50cm,15.0,60.0,Plano aluvial,Alfisoles,Natracualfes,Natracualfes tipico,Franco limosa,Franco arcillo limos,Imperfecto,60.0,Poca,2.0,Severa,-,-,-,30.0,V?a de escurrimiento,Entisoles,Ustifluventes,Ustifluventes tipico,10.0,V?a de escurrimiento,Entisoles,Ustifluventes,Ustifluventes acuico,2125.0
