provincia,new_ncart,simbc,tipo_uc,limit_ppal,limit_secu,limit_terc,ind_prod,porc_sue1,posi_sue1,orden_sue1,ggrup_sue1,sgrup_sue1,text_sups1,text_bs1,drenaje_s1,profund_s1,alcalin_s1,porc_pens1,erhidr_s1,ereoli_s1,rocos_s1,anegab_s1,porc_sue2,posi_sue2,orden_sue2,ggrup_sue2,sgrup_sue2,porc_sue3,posi_sue3,orden_sue3,ggrup_sue3,sgrup_sue3,ogc_fid
BUENOS AIRES,1147.0,MJen-21,Asociacion,Prof.Efectiva somera,Baja retenc humedad,-,40.0,50.0,Pendiente,Molisoles,Hapludoles,Hapludoles entico,Franco arenosa,Franco arenosa,Bien drenado,100.0,No sodico,1.0,-,Moderada,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Planicie,Molisoles,Hapludoles,Hapludoles tipico,3423.0
BUENOS AIRES,1054.0,MAtc-4,Complejo,Drenaje deficiente,Prof.Efectiva somera,-,42.0,50.0,Cubetas,Molisoles,Argialboles,Argialboles tipico,Franca,Franco arcillosa,Imperfecto,100.0,No sodico,0.0,-,-,-,-,30.0,Microloma,Molisoles,Argiudoles,Argiudoles tipico,20.0,Planicie,Molisoles,Natracuoles,Natracuoles tipico,3424.0
LA PAMPA,50005.0,R,Roca,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3435.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3436.0
BUENOS AIRES,1118.0,MJ:ag-16,Complejo,Drenaje deficiente,-,-,63.0,50.0,Loma arenosa,Molisoles,Hapludoles,Hapludoles tapto argico,Franca,Franco arcillosa,Bien drenado,120.0,No sodico,0.0,-,-,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Pendiente,Molisoles,Hapludoles,Hapludoles tapto natrico,3427.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3428.0
BUENOS AIRES,1147.0,MJen-21,Asociacion,Prof.Efectiva somera,Baja retenc humedad,-,40.0,50.0,Pendiente,Molisoles,Hapludoles,Hapludoles entico,Franco arenosa,Franco arenosa,Bien drenado,100.0,No sodico,1.0,-,Moderada,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Planicie,Molisoles,Hapludoles,Hapludoles tipico,3429.0
BUENOS AIRES,1147.0,MJen-21,Asociacion,Prof.Efectiva somera,Baja retenc humedad,-,40.0,50.0,Pendiente,Molisoles,Hapludoles,Hapludoles entico,Franco arenosa,Franco arenosa,Bien drenado,100.0,No sodico,1.0,-,Moderada,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Planicie,Molisoles,Hapludoles,Hapludoles tipico,3430.0
LA PAMPA,10020.0,ETtc-13,Complejo,Rocosidad,Pendientes,-,16.0,70.0,Bajo,Entisoles,Torripsamentes,Torripsamentes tipico,Arenosa,Arenosa,Excesivo,150.0,No sodico,1.0,-,Ligera,-,-,30.0,Bajo,Entisoles,Torriortentes,Torriortentes litico,0.0,,,,,3432.0
BUENOS AIRES,1071.0,MGtc-7,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,43.0,50.0,Planicie anegable,Molisoles,Natracuoles,Natracuoles tipico,Franco limosa,Arcillosa,Imperfecto,50.0,Debil,0.0,-,-,-,-,30.0,Loma,Molisoles,Hapludoles,Hapludoles tapto natrico,20.0,Cubetas,Molisoles,Natralboles,Natralboles tipico,3433.0
LA PAMPA,10012.0,EPtc-6,Asociacion,Climatica,Pendientes,-,25.0,70.0,Pendiente,Entisoles,Ustortentes,Ustortentes tipico,Franco arenosa,Franco arenosa,Algo Excesivo,150.0,No sodico,3.0,-,-,-,-,30.0,Pendiente,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,3434.0
BUENOS AIRES,1104.0,MItc-37,Complejo,Sin limitaciones,-,-,65.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Loma,Molisoles,Hapludoles,Hapludoles tapto argico,20.0,Loma,Molisoles,Hapludoles,Hapludoles tipico,3437.0
LA PAMPA,10042.0,MNen-53,Complejo,Climatica,Prof.Efectiva somera,-,30.0,60.0,Meseta con tosca,Molisoles,Haplustoles,Haplustoles entico,Franco arenosa,Franco arenosa,Algo Excesivo,150.0,No sodico,0.0,-,-,-,-,40.0,Meseta con tosca,Entisoles,Ustipsamentes,Ustipsamentes tipico,0.0,,,,,3442.0
BUENOS AIRES,1067.0,MGtc-20,Asociacion,Prof.Efectiva somera,Drenaje deficiente,Alcalin menos 50cm,38.0,50.0,Planicie,Molisoles,Natracuoles,Natracuoles tipico,Franco limosa,Arcillosa,Imperfecto,50.0,Debil,0.0,-,-,-,-,30.0,Cubetas,Molisoles,Argiudoles,Argiudoles acuico,20.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,3443.0
BUENOS AIRES,1064.0,MGtc-17,Complejo,Alcalin menos 50cm,Drenaje deficiente,Prof.Efectiva somera,27.0,50.0,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,Franco limosa,Arcillosa,Imperfecto,50.0,Debil,0.0,-,-,-,-,30.0,Cubetas,Alfisoles,Natracualfes,Natracualfes tipico,20.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,3445.0
BUENOS AIRES,1062.0,MGtc-15,Complejo,Alcalin menos 50cm,Drenaje deficiente,-,25.0,50.0,Planicie,Molisoles,Natracuoles,Natracuoles tipico,Franco limosa,Arcillosa,Imperfecto,50.0,Debil,0.0,-,-,-,-,30.0,Plano inundable,Alfisoles,Natracualfes,Natracualfes tipico,20.0,Depresion abierta,Molisoles,Natralboles,Natralboles tipico,3446.0
BUENOS AIRES,1090.0,MItc-24,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.0,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,3447.0
BUENOS AIRES,1082.0,MItc-14,Asociacion,Drenaje deficiente,-,-,71.0,60.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,40.0,Plano bajo,Molisoles,Argiudoles,Argiudoles acuico,0.0,,,,,3484.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,4574.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3450.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3451.0
BUENOS AIRES,1091.0,MItc-25,Asociacion,Drenaje deficiente,Alcalin menos 50cm,-,47.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.0,V?a de escurrimiento,Molisoles,Natracuoles,Natracuoles tipico,3452.0
BUENOS AIRES,1162.0,MJtc-8,Asociacion,Prof.Efectiva somera,-,-,35.0,50.0,Loma,Molisoles,Hapludoles,Hapludoles tipico,Franca,Franca,Bien drenado,100.0,No sodico,0.0,-,Moderada,-,-,30.0,Microloma,Molisoles,Hapludoles,Hapludoles entico,20.0,Llanura,Molisoles,Argiudoles,Argiudoles tipico,3453.0
BUENOS AIRES,1106.0,MItc-39,Asociacion,Drenaje deficiente,-,-,53.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Planicie,Molisoles,Hapludoles,Hapludoles tapto natrico,20.0,Afloramiento rocoso,Molisoles,Argiudoles,Argiudoles tipico,3454.0
BUENOS AIRES,1147.0,MJen-21,Asociacion,Prof.Efectiva somera,Baja retenc humedad,-,40.0,50.0,Pendiente,Molisoles,Hapludoles,Hapludoles entico,Franco arenosa,Franco arenosa,Bien drenado,100.0,No sodico,1.0,-,Moderada,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Planicie,Molisoles,Hapludoles,Hapludoles tipico,3518.0
LA PAMPA,50005.0,R,Roca,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3455.0
BUENOS AIRES,1098.0,MItc-31,Asociacion,Suscep eros hidrica,Prof.Efectiva somera,-,61.0,50.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Loma,Molisoles,Hapludoles,Hapludoles petrocalcico,3459.0
BUENOS AIRES,1090.0,MItc-24,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.0,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,3507.0
BUENOS AIRES,1092.0,MItc-26,Asociacion,Prof.Efectiva somera,Drenaje deficiente,-,56.0,50.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Planicie,Molisoles,Argiudoles,Argiudoles acuico,20.0,Plano bajo,Molisoles,Natracuoles,Natracuoles tipico,3456.0
BUENOS AIRES,1044.0,EPtc-9,Asociacion,Baja retenc humedad,Erosion eolica actua,-,32.0,60.0,Cordon medanoso,Entisoles,Ustortentes,Ustortentes tipico,Franco arenosa,Areno-franca,Algo Excesivo,100.0,Ligera,0.0,-,-,-,-,40.0,Sector medio,Molisoles,Haplustoles,Haplustoles tipico,0.0,,,,,3457.0
BUENOS AIRES,1123.0,MJ:ag-6,Asociacion,Drenaje deficiente,-,-,57.0,60.0,Loma,Molisoles,Hapludoles,Hapludoles tapto argico,Franca,Franco arcillosa,Bien drenado,120.0,No sodico,0.0,-,-,-,-,40.0,Seno entre lomas,Molisoles,Hapludoles,Hapludoles tapto natrico,0.0,,,,,3460.0
LA PAMPA,10034.0,MNai-2,Consociacion,Climatica,Suscep eros hidrica,-,24.0,100.0,Meseta con tosca,Molisoles,Haplustoles,Haplustoles aridico,Franca,Franca,Bien drenado,150.0,No sodico,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3485.0
LA PAMPA,50005.0,R,Roca,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3461.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3462.0
LA PAMPA,50005.0,R,Roca,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3467.0
BUENOS AIRES,1147.0,MJen-21,Asociacion,Prof.Efectiva somera,Baja retenc humedad,-,40.0,50.0,Pendiente,Molisoles,Hapludoles,Hapludoles entico,Franco arenosa,Franco arenosa,Bien drenado,100.0,No sodico,1.0,-,Moderada,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Planicie,Molisoles,Hapludoles,Hapludoles tipico,3463.0
BUENOS AIRES,1118.0,MJ:ag-16,Complejo,Drenaje deficiente,-,-,63.0,50.0,Loma arenosa,Molisoles,Hapludoles,Hapludoles tapto argico,Franca,Franco arcillosa,Bien drenado,120.0,No sodico,0.0,-,-,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Pendiente,Molisoles,Hapludoles,Hapludoles tapto natrico,3468.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3510.0
LA PAMPA,10012.0,EPtc-6,Asociacion,Climatica,Pendientes,-,25.0,70.0,Pendiente,Entisoles,Ustortentes,Ustortentes tipico,Franco arenosa,Franco arenosa,Algo Excesivo,150.0,No sodico,3.0,-,-,-,-,30.0,Pendiente,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,3511.0
BUENOS AIRES,1104.0,MItc-37,Complejo,Sin limitaciones,-,-,65.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Loma,Molisoles,Hapludoles,Hapludoles tapto argico,20.0,Loma,Molisoles,Hapludoles,Hapludoles tipico,3464.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3465.0
BUENOS AIRES,1090.0,MItc-24,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.0,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,3466.0
JUJUY,50026.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,Lagunas,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,6418.0
BUENOS AIRES,1154.0,MJli-4,Asociacion,Prof.Efectiva somera,Rocosidad,-,5.0,60.0,Afloramiento rocoso,Roca,Rocas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,40.0,Pendiente,Molisoles,Hapludoles,Hapludoles litico,0.0,,,,,3469.0
BUENOS AIRES,1002.0,AEtc-11,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.0,60.0,Planicie anegable,Alfisoles,Natracualfes,Natracualfes tipico,Franco limosa,Franco arcillosa,Pobre,50.0,Muy fuerte,0.0,-,-,-,-,40.0,Plano deprimido,Molisoles,Argialboles,Argialboles argiacuico,0.0,,,,,3470.0
BUENOS AIRES,1092.0,MItc-26,Asociacion,Prof.Efectiva somera,Drenaje deficiente,-,56.0,50.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Planicie,Molisoles,Argiudoles,Argiudoles acuico,20.0,Plano bajo,Molisoles,Natracuoles,Natracuoles tipico,3471.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3480.0
BUENOS AIRES,1065.0,MGtc-18,Complejo,Alcalin menos 50cm,Prof.Efectiva somera,-,26.0,50.0,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,Franco limosa,Arcillosa,Imperfecto,50.0,Debil,0.0,-,-,-,-,30.0,Plano inundable,Alfisoles,Natracualfes,Natracualfes tipico,20.0,Loma,Molisoles,Hapludoles,Hapludoles tapto argico,3481.0
BUENOS AIRES,1002.0,AEtc-11,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.0,60.0,Planicie anegable,Alfisoles,Natracualfes,Natracualfes tipico,Franco limosa,Franco arcillosa,Pobre,50.0,Muy fuerte,0.0,-,-,-,-,40.0,Plano deprimido,Molisoles,Argialboles,Argialboles argiacuico,0.0,,,,,3472.0
BUENOS AIRES,1002.0,AEtc-11,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.0,60.0,Planicie anegable,Alfisoles,Natracualfes,Natracualfes tipico,Franco limosa,Franco arcillosa,Pobre,50.0,Muy fuerte,0.0,-,-,-,-,40.0,Plano deprimido,Molisoles,Argialboles,Argialboles argiacuico,0.0,,,,,3473.0
LA PAMPA,10020.0,ETtc-13,Complejo,Rocosidad,Pendientes,-,16.0,70.0,Bajo,Entisoles,Torripsamentes,Torripsamentes tipico,Arenosa,Arenosa,Excesivo,150.0,No sodico,1.0,-,Ligera,-,-,30.0,Bajo,Entisoles,Torriortentes,Torriortentes litico,0.0,,,,,3474.0
BUENOS AIRES,1090.0,MItc-24,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.0,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,3489.0
BUENOS AIRES,1108.0,MItc-47,Complejo,Prof.Efectiva somera,-,-,66.0,60.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,40.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,0.0,,,,,3475.0
BUENOS AIRES,1065.0,MGtc-18,Complejo,Alcalin menos 50cm,Prof.Efectiva somera,-,26.0,50.0,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,Franco limosa,Arcillosa,Imperfecto,50.0,Debil,0.0,-,-,-,-,30.0,Plano inundable,Alfisoles,Natracualfes,Natracualfes tipico,20.0,Loma,Molisoles,Hapludoles,Hapludoles tapto argico,3476.0
BUENOS AIRES,1090.0,MItc-24,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.0,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,3477.0
LA PAMPA,10005.0,DKtc-1,Consociacion,Climatica,Salin en 1ros 50cm,-,3.0,100.0,Bajo,Aridisoles,Salortides,Salortides tipico,Franco arenosa,Franco arenosa,Algo Excesivo,150.0,No sodico,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3478.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3479.0
BUENOS AIRES,1069.0,MGtc-4,Asociacion,Alcalin menos 50cm,-,-,36.0,60.0,V?a de escurrimiento,Molisoles,Natracuoles,Natracuoles tipico,Franco limosa,Arcillosa,Imperfecto,50.0,Debil,0.0,-,-,-,-,40.0,Albardon,Molisoles,Hapludoles,Hapludoles tapto argico,0.0,,,,,3482.0
BUENOS AIRES,1118.0,MJ:ag-16,Complejo,Drenaje deficiente,-,-,63.0,50.0,Loma arenosa,Molisoles,Hapludoles,Hapludoles tapto argico,Franca,Franco arcillosa,Bien drenado,120.0,No sodico,0.0,-,-,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Pendiente,Molisoles,Hapludoles,Hapludoles tapto natrico,3490.0
LA PAMPA,10034.0,MNai-2,Consociacion,Climatica,Suscep eros hidrica,-,24.0,100.0,Meseta con tosca,Molisoles,Haplustoles,Haplustoles aridico,Franca,Franca,Bien drenado,150.0,No sodico,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3512.0
BUENOS AIRES,1069.0,MGtc-4,Asociacion,Alcalin menos 50cm,-,-,36.0,60.0,V?a de escurrimiento,Molisoles,Natracuoles,Natracuoles tipico,Franco limosa,Arcillosa,Imperfecto,50.0,Debil,0.0,-,-,-,-,40.0,Albardon,Molisoles,Hapludoles,Hapludoles tapto argico,0.0,,,,,3483.0
BUENOS AIRES,1090.0,MItc-24,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.0,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,3495.0
BUENOS AIRES,1105.0,MItc-38,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Loma,Molisoles,Hapludoles,Hapludoles tapto natrico,20.0,V?a de escurrimiento,Molisoles,Natracuoles,Natracuoles tipico,3491.0
BUENOS AIRES,1098.0,MItc-31,Asociacion,Suscep eros hidrica,Prof.Efectiva somera,-,61.0,50.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Loma,Molisoles,Hapludoles,Hapludoles petrocalcico,3496.0
BUENOS AIRES,1090.0,MItc-24,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Cubetas,Molisoles,Argialboles,Argialboles tipico,20.0,Plano inundable,Molisoles,Natracuoles,Natracuoles tipico,3515.0
BUENOS AIRES,10012.0,EPtc-6,Asociacion,Climatica,Pendientes,-,25.0,70.0,Pendiente,Entisoles,Ustortentes,Ustortentes tipico,Franco arenosa,Franco arenosa,Algo Excesivo,150.0,No sodico,3.0,-,-,-,-,30.0,Pendiente,Molisoles,Haplustoles,Haplustoles entico,0.0,,,,,3516.0
LA PAMPA,50003.0,MedEst,Medanos,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Planicie arenosa,Medano,Medanos,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3517.0
BUENOS AIRES,1155.0,MJpa-1,Asociacion,Prof.Efectiva somera,Baja retenc humedad,-,40.0,60.0,Pendiente,Molisoles,Hapludoles,Hapludoles petrocalcico,Franco arcillosa,No determinada,Moderado,22.0,No sodico,0.0,-,-,-,-,40.0,Plano ondulado,Molisoles,Hapludoles,Hapludoles tipico,0.0,,,,,3492.0
BUENOS AIRES,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3493.0
BUENOS AIRES,1118.0,MJ:ag-16,Complejo,Drenaje deficiente,-,-,63.0,50.0,Loma arenosa,Molisoles,Hapludoles,Hapludoles tapto argico,Franca,Franco arcillosa,Bien drenado,120.0,No sodico,0.0,-,-,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Pendiente,Molisoles,Hapludoles,Hapludoles tapto natrico,3494.0
BUENOS AIRES,1132.0,MJ:na-4,Asociacion,Drenaje deficiente,Alcalin menos 50cm,-,51.0,60.0,Seno entre lomas,Molisoles,Hapludoles,Hapludoles tapto natrico,Franca,Arcillo arenosa,Bien drenado,100.0,Mod.a fuerte,0.0,-,-,-,-,40.0,Loma,Molisoles,Hapludoles,Hapludoles tapto argico,0.0,,,,,3497.0
LA PAMPA,10034.0,MNai-2,Consociacion,Climatica,Suscep eros hidrica,-,24.0,100.0,Meseta con tosca,Molisoles,Haplustoles,Haplustoles aridico,Franca,Franca,Bien drenado,150.0,No sodico,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3500.0
BUENOS AIRES,1118.0,MJ:ag-16,Complejo,Drenaje deficiente,-,-,63.0,50.0,Loma arenosa,Molisoles,Hapludoles,Hapludoles tapto argico,Franca,Franco arcillosa,Bien drenado,120.0,No sodico,0.0,-,-,-,-,30.0,Pendiente,Molisoles,Argiudoles,Argiudoles tipico,20.0,Pendiente,Molisoles,Hapludoles,Hapludoles tapto natrico,3509.0
BUENOS AIRES,1105.0,MItc-38,Asociacion,Prof.Efectiva somera,Alcalin menos 50cm,-,50.0,50.0,Loma,Molisoles,Argiudoles,Argiudoles tipico,Franco limosa,Franco arcillo limos,Bien drenado,100.0,No sodico,0.0,-,-,-,-,30.0,Loma,Molisoles,Hapludoles,Hapludoles tapto natrico,20.0,V?a de escurrimiento,Molisoles,Natracuoles,Natracuoles tipico,3498.0
BUENOS AIRES,1169.0,MLpa-2,Consociacion,Climatica,Prof.Efectiva somera,-,32.0,100.0,Pendiente,Molisoles,Calciustoles,Calciustoles petrocalcico,Franco arenosa,Franco arenosa,Bien drenado,30.0,No sodico,0.0,-,-,-,-,0.0,,,,,0.0,,,,,3499.0
SANTA FE,50015.0,L,Agua,No apto agrricultura,No apto agrricultura,No apto agrricultura,0.0,100.0,Lago/laguna,Lagunas,Lagunas,No Clasificado xx,No determinada,No determinada,-,0.0,-,0.0,-,-,-,-,0.0,,,,,0.0,,,,,5484.0
BUENOS AIRES,1002.0,AEtc-11,Asociacion,Alcalin menos 50cm,Drenaje deficiente,-,27.0,60.0,Planicie anegable,Alfisoles,Natracualfes,Natracualfes tipico,Franco limosa,Franco arcillosa,Pobre,50.0,Muy fuerte,0.0,-,-,-,-,40.0,Plano deprimido,Molisoles,Argialboles,Argialboles argiacuico,0.0,,,,,3503.0
LA PAMPA,10020.0,ETtc-13,Complejo,Rocosidad,Pendientes,-,16.0,70.0,Bajo,Entisoles,Torripsamentes,Torripsamentes tipico,Arenosa,Arenosa,Excesivo,150.0,No sodico,1.0,-,Ligera,-,-,30.0,Bajo,Entisoles,Torriortentes,Torriortentes litico,0.0,,,,,3504.0
